customer_tweet_id,conversation_root,historical_customer_text,brand_response
130380,130380,"VERY VERY POOR SERVICE BY @7527 AND ITS COURIER AT SURAT, GUJARAT. I COMPLAINT AGAINST AT NATIONAL CONSUMER COURT AS U FIND GUILTY. I DIDN'T RECEIVE MY ORDER. CLOSE UP THE SERVICE @115821 .",@145396 Sorry to know that you haven't received your order. Kindly report this to our support team here: https://t.co/hITbmQzz2y &amp; we'll get it checked. I've noted your comments regarding the courier services and have forwarded your feedback internally to be worked upon. ^SY
1687779,1687779,"@115850 been facing order delivery issues @ Hinjewadi ph 3, Techmahindra. The delivery folks have been consistently rude nd unprofessional","@512523 Sorry about the bad experience. Please connect with us here: https://t.co/vlvfJr4nN9, so we can get this escalated. ^NR"
388808,388808,"@115850 - Delivery services are not good now a days. The delivery agents lie about customer unavailability, customer care cant help.",@208002 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG
1988697,1988697,"@115850 After such pathetic service from your delivery people, I'm done with you. And you better stop One day delivery promise, coz your delivery people don't consider it.","@588595 I'm sorry to know about the delivery experience you've had. Our support team would be happy to help you out! Please contact us from here: https://t.co/vlvfJr4nN9, let us know how things go. ^MP"
2769073,2769073,@115850 have had pretty horrible experience with your delivery executives of late. Orders being marked ‘customer not found’ when delivery wasn’t attempted. Pls get your act together.,"@774210 Certainly not the kind of experience we would like to cater. Is any of your recent order related issue unaddressed ? Please let us know, we will work on it. ^CB"
1622258,1622258,@115850 my account has been lock please unlock,@497039 You must have received an email correspondence from our account specialist team. Please revert on the same. ^HK
1683613,1683613,"Hey @115821 you locked me out of my account after I bought something and now won’t let me log back in, what gives?!?",@511742 Sorry to hear that! Have you received any recent emails from our accounts team providing clarification or instructions? ^CH
179218,179218,@115830 not best pleased to find myself locked out of ALL my accounts after an apparently successful password change - why always me???,@158246 Have you received an email from the Account Specialist team?^CD
2590707,2590707,@115821 why won't you let me log into my account,"@733791 Oh no! We'd like to help, Rachel! Could tell us more about the problem with logging into your account? ^HM"
1638816,1638816,@115821 my account is locked i've changed my passwd and it keeps locking me out,@501120 I'm so sorry for the experience! Please reach out to us so that we can help! You can do so here: https://t.co/g4ZqwGKZp7 ^MH
170935,170935,Te amo @116875 https://t.co/kmd2zEQ78E,"@155863 Hola, Fer. ¡Te amamos también! ❤️ ¿Recibiste este producto hoy? ^ES"
2518029,2518029,Te amo @116875 ❤️,"@717273 😍 Nosotros también te amamos. ❤️ Cuéntanos, ¿qué hemos hecho para merecer ese amor? 💞 ^JQ"
327025,327025,TE AMO @116875,"@193933 Hola, Pipepunk, Cuéntanos, ¿Que hicimos para merecer tanto amor? 😍❤️ Pd. Te mandamos un graaaan abrazo 😊. ^AZ https://t.co/daTMaktICP"
2601481,2601481,Te amo @116875,@736330 ¡También te amamos Luis! 😍 😍 😍 ^DQ https://t.co/p9OamFYfFl
1071055,1071055,"Te amo, @116875","@363133 Ale, ¿qué hemos hecho para merecer tu amor? ❤ ^DA"
612681,612681,"@115830 Where’s my stuff? I’m a so called #prime member - I ordered yesterday - delivery according to you by 8pm today (or 9 pm, depending on which page) AND ITS NOT DISPATCHED YET!!! 😡😤","@265709 Hello, thanks for reaching out to us! Please keep us posted on the arrival of your parcel. Let us know if you it doesn't arrive by 21:00 as the agent had advised! ^SW"
2492238,2492238,@115830 @AmazonHelp Came home to find my expensive order just left in front of my front door. No text or email to say it was delivered either. Just left for anyone to take. Don't think I'll be renewing prime this month 😕 https://t.co/9ez8KROln6,"@711507 I'm sorry to see this, Neenee! When you have the time, please reach out to us here: https://t.co/JzP7hlA23B so we can take a further look into this together. ^HC"
423504,423504,@115830 Hi. Have you stopped next day delivery for Prime customers??? I can’t remember the last time I got it! Getting annoyed with you!,@215819 Have we missed a delivery date provided at checkout? ^TR
2142912,2142912,"@115821 @AmazonHelp Mildly sad to open my Twin Peaks: The Final Dossier to find a rip. No big deal, but thought I'd share. https://t.co/M2tQOvzT2O",@630048 I am so sorry about that David! Our packaging team would like to hear your feedback: https://t.co/AlCnF5YWVg ^LS
2378219,2378219,I just love seeing my @115821 prime order sitting at the post office since Friday,@685865 Uh-oh! I'm sorry you haven't received your order yet! We may need to contact the carrier on your behalf! Please phone or chat with us here and we'll look into this for you: https://t.co/hApLpMlfHN ^BN
2631448,2631448,Seriously. FUCK @115821 delivery. They are literally incapable of getting my packages to me. I have not had one shipment successfully delivered. Leave it to the experts like @115817 @81 or @118706,"@423460 Oh no! I'm sorry you're having trouble with an order! We'd love to look into this, if you'll provide some additional info, including your order number, here: https://t.co/2UhApq2CoA ^LB"
127446,127446,@115821 my order delivery date is today but my order is not delivered...,@144618 Kindly wait until the end of the day to receive your order. Do keep us posted. ^PS
2705695,2705695,"Hey @115821 I find it concerning that your shipping service has no clue what happened to my package that was ""delivered"" at a time I was home. -_-","@759892 Thank you for reaching out to us. I'm very sorry we've missed our mark for delivery! This certainly isn't what we strive for and we'd like to help the best we can. Just to confirm, who's the carrier listed for your order here: https://t.co/Y5jpI9gRhE ^NN"
1302331,1302331,@115821 hi my package here said that it was shipped/delivered today. Is this an error because I didn't receive it. https://t.co/FFqHTDmP2e,@424351 Oh no! Let's try the steps listed here: https://t.co/fGC0lkmGuh. Keep us posted! ^EZ
2316614,2316614,@115850 I have received package delivered notification but yet no package is received by me. Tracking # 216265638418,"@671684 Apologies for the incorrect tracking update. Have you reported this to our support team here: https://t.co/rS49hgaADF? Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^VH"
786124,786118,@AmazonHelp vous n'avez pas un numero de téléphone ?,"@307537 Vous pouvez joindre notre SAV au: 08 05 10 14 20, c'est un numéro gratuit depuis un poste fixe. ^ASZ"
156793,156786,@AmazonHelp Oui. Aucune réponse. La seule que j'ai eu c'est de vous contacter à vous.,"@151995 Votre commande ayant été passée sur le site https://t.co/0HTUtotBNh, le Service Client de notre site partenaire sera plus en mesure de traiter votre demande. Vous pouvez le joindre via le lien suivant : https://t.co/IJsSS7F8th ^ASZ"
2616358,2616354,@AmazonHelp Merci à vous. J'ai eu un contact téléphonique. Un article de remplacement m'est adressé et je devrais le recevoir lundi... Wait and see... Bon week-end.,"@739514 Je vous en prie, passez un bon week-end. ^BR"
2226547,2226550,@AmazonHelp Pas encore... j’attends de voir si TNT me contact dans la journée. Merci 😊,@387676 Je vous invite à le signaler à notre SAV depuis le lien suivant : https://t.co/qzuu0dgDXz .^ASZ
850153,850148,@AmazonHelp j'ai déjà eu le SAV au tél qui a opéré mon remboursement. Je veux juste que vous meniez l'enquête sur le livreur,"@321990 N'ayant pas accès sur votre compte via twitter, le SAV est le mieux placé pour répondre à votre demande.^FT"
1829418,1829418,@115821 very upset and disappointed my prime order is not showing up today as scheduled.,@548982 Oh no! So sorry to hear your order's late. What's the most recent tracking update? Check here: https://t.co/Y5jpI9gRhE ^BL
1216297,1216297,@115850 I want my Prime money back as you have not fulfilled the promise of one day delivery.,"@405401 Apologies for any ordeal, Hitesh. Could you please let us know what went wrong? We'd like to check it. ^HD"
2161796,2161796,@115821 is really on some shit like i want my prime membership refunded. Orders placed 10/29/17 haven’t shipped! Why pay for prime!,@634816 Sorry about the delay! What is the delivery date on the order?^CD
233140,233140,@115821 this is the second time my next day Prime order has taken more than the agreed next day delivery. #poor,@171495 Sorry to hear about this. What does the tracking advise?: https://t.co/aaDyEz1VgE Was any reason given for a delay? ^PK
172265,172265,@115821 I hope #Amazon realizes they lost a prime member today over an issue with an order I did 2 days ago. I'm not at all happy with the end result of my chat with your #CustomerService today.,"@156254 I'm sorry you had a poor experience with our support, Kelly. We'd still like to help, if we can. Without posting account sensitive information like your e-mail, would you let us know more about what's going on? ^AM"
1525024,1525024,"@115830 you have really poor customer services, not happy at all!!!","@473704 I'm so sorry to hear that, James. Without providing any personal/account info, can you tell us more about your issue? ^BG"
667715,667715,Really pissed @115821 right now. Paid for 2 day shipping and item never arrived. Now wont be delivered until Friday and I dobt see them offering to refund shipping charge 😠,@279155 I'm sorry to hear your shipment hasn't arrived as expected. We're happy to review the order and any available options with you directly via phone or chat here: https://t.co/76UvvbLj62 ^JR
1310369,1310369,Yet again @115830 screwed up the delivery despite promising last time was the last screw up! Marked delivered but not here!,@259988 Sorry to hear this! Please get in touch here: https://t.co/JzP7hlA23B and we'll investigate this for you. ^RL
2393462,2393462,@115830 disgusted with your customer services!!! Wrong item sent twice and cannot get a satisfactory resolution!,@689139 Sorry to hear about the issue with the incorrect item. What did we advise when you contacted us? ^MI
404077,404077,@115830 a few bad delivery drivers really spoiling the Amazon brand 😢 ...please be more selective in your delivery services,@211644 Hey Sabyasachi! We'd like to look into this with you. Please contact us by phone/chat here: https://t.co/JzP7hlA23B ^AJ
80612,80599,@116875 Amazon la mejor opcion para comprar en linea y la mas segura,"@721916 ¡Hola Arturo! Muchas gracias por tus palabras, espero sigas haciendo muchas compras más con nosotros. Dime ¿Tienes pensado cuales serán tus próximas compras para Navidad? ^AD https://t.co/Thbap6IiMS"
2364661,2364661,PORRA AMAZON EU TE AMO @117086,"@682703 Olá, Camila! Nós agradecemos seus comentários. Conte para nós o que fizemos para merecer o seu carinho?. Ficamos curiosos. ^NB"
659426,659426,"@116875 Ayuda, Amazon. ¿Por qué me haces esto? https://t.co/iHn45UHrzB","@277022 Hola Amparo, lamento el inconveniente.En este caso es necesario que sigas las instrucciones brindadas en dicho e-mail para que nuestros especialistas en cuentas puedan entrar en contacto contigo y ayudarte a recuperar el acceso a tu cuenta. ^AZ"
150598,150598,@116875 A casi 2 meses de la compra no ha llegado mi producto.Contestan q el vendedor se retiró de Amazon. Quiero saber quien se hace responsable,@150349 Lamento este inconveniente Elba. ¿Has entrado en contacto con nuestro Servicio al Cliente para reportar lo sucedido? ^AZ
354055,354055,"@115850 Bought a phone at amazon, bad experience as faulty handset delivered. Will never recommend Amazon",@200174 I'm sorry to hear about this experience. May I know if you've reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MA
394421,394421,"@115850 Hey amazon,i ordered phone on 4th oct.I paid for 1 day delivery but still i didnt got my phone.","@209458 We've responded to you here: https://t.co/SONYLjAww6, request you to check. ^MA"
230646,230659,@AmazonHelp @115850 @115850 Finally after 16 days we received the cell phone which we ordered. Thanks Amazon,@170937 Thank you for the heads up. Appreciate your patience and understanding as well. ^HD
976844,976844,@115850 very bad delivery service. I ordered my phone by 8 October still not reached. (sic),@351681 Sorry to know you're yet to receive your order. Did we happen to miss the estimated delivery date? ^PS
1568915,1568915,"@149087@ @132994 very disappointed by your seller @115850 CC executive does not know the minimum disency to talk to customer, brand new defective phone taking ages to replace and no hand to hand replacement despite confirmation about the defect by Amazon, #notaflagship",@484020 We're sorry for the unpleasant experience. Please share your details here: https://t.co/GIJyeYqKE0 and we'll help you. ^ZH
445625,445625,@115850 Can y'all please ship my reputation magazine I'm anxious,@149460 All the orders are shipped and mapped for the delivery based on the estimates provided. Kindly let us know if we happened to miss on that? ^HS
622519,622519,@115850 where the hell are the reputation magazines,@267755 I couldn't comprehend the concern. Kindly elaborate on your concern so that we can assist you accordingly. ^RI
2033187,2033188,@115830 It was the first time I actually ordered from Amazon. Ugh I hope that doesn’t happen to the magazine. @115830,"@601201 Sorry to hear about the delay, let us know if it doesn't show up in time. ^MI"
2460726,2460726,One plus 5 out of stock! When will it be available again on @115821 @132994 ?,"@704596 We've got the Oneplue 5 128GB current available, please check this link: https://t.co/zL76oUDijn . For the other variants, we don't have an update at the moment. Stay tuned to our website for updates. ^SY"
230180,230180,@115830 Can you please tell me if Harry Potter and Prisoner of Azkaban Illustrated is in stock or not? I preordered 12th August.,@170839 Did you receive any email with a new delivery date yet? ^KM
2240655,2240655,"VERGOGNATEVI E BASTA. SE USO PRIME VOGLIO ESSERE CERTA DI AVERLO IL GIORNO IN CUI ESCE, SAPEVATE QUANTI ORDINI AVEVATE, PERCHE' LASCIATE MEZZA GENTE ATTACCATA AL ... E ALTRA A CUI ARRIVA ADDIRITTURA PRIMA? @120540",@653284 Hai un ordine in ritardo? Puoi darci maggiori dettagli? ^CS
2432725,2432725,"Vi ricordate il mio pacchetto di @120540 spedito con Poste Italiane? Dopo essere partito da Milano, andato a Verona , Mantova, ancora Verona, è passato da Peschiera Borromeo per tornare, a Milano da dove era partito 6 giorni fa !!! ahaahah sempre più ridicola la situazione https://t.co/3g8ca5Ea39","@672052 Ciao, qual è la data di consegna che ti abbiamo indicato al momento dell'acquisto, e che puoi vedere anche cliccando qui: https://t.co/P7tb4nxis8? ^MP"
794467,794467,Nella vita di un uomo arriva sempre il giorno in cui ordini su #Amazon il passeggino per la figlia nascitura.... https://t.co/bsDSeQVzON,@309428 😍 È solo il primo di tanti gesti d'amore di un papà per la sua principessina! ^GD https://t.co/ysqcTxWCKk
2103009,2103014,@AmazonHelp Mi permetto un consiglio: ci sono molte lamentele per le spedizioni affidate a Poste Italiane. Tenetene conto. Ne va anche della qualità percepita del vostro servizio,"@620962 Grazie per il feedback, ci aiuta a migliorare il Servizio offerto ed è sempre ben accetto. Restiamo a disposizione! ^MA"
359505,359505,Le gioie quando @120540 spedisce la stampante con un giorno di anticipo. Chissà che non arrivi prima.,@199737 Sembra proprio una giornata perfetta! ^ST https://t.co/w73pHkNGEp
128101,128093,@123813 ¿Para cuándo en el Apple TV? 😫,@525278 Hola Edgar. Actualmente no contamos con esas informaciones. Te sugerimos estar al pendiente de nuestro sitio para novedades. ^HC
1661861,1661860,"@123813 Hola, ya tienen app para Apple TV?","@511591 Hola, actualmente no contamos con el dato. Cualquier novedad se puede ver directamente en el sitio web. ^KS"
844046,844047,@130293 ¿Cuando vais a sacar la app para Apple TV?,"@320688 Hola, de momento no tenemos esa información, nuestras novedades son anunciadas en nuestro sitio web, sugiero visitarlo.^AZ"
35886,35857,@123813 Cuando sale la app para el Apple TV? Saludos,"@664219 ¡Hola, Xavier! 😃 No contamos con la información solicitada, cualquier novedad o lanzamiento será publicada en nuestra página, te recomiendo estar atento. ^LC"
435079,435079,@130293 para cuando la app para el appletv???,"@218352 Hola Jose, te recomendamos estar pendiente de nuestros sitio web y redes sociales para novedades. ^HC"
365622,365622,Blöde Frage @AmazonHelp: wie macht sich ein Echo im Bad (zwecks Luftfeuchtigkeit)?,@202605 Das kommt ganz auf die Wassertemparatur an 😜 Bei elektronischen Geräten im Feuchten kann sich die Lebensdauer verkürzen. ^MI
2739315,2739315,"@AmazonHelp Hallo Leute, ich habe 3 Echos bestellt und wollte diesen Code eingeben, aber ich bekam die Meldung er wäre abgelaufen. 😞 Er steht aber immer noch auf der Echo Produktseite. https://t.co/80EpAIqdMV","@206177 Hallo, lass das am besten mal von unserem Kundenservice prüfen. Unsere Kollegen erreichst du über den folgenden Link: https://t.co/ohyvGrpvrY ^SK"
2226486,2226486,Ihr Lieben! Hat das noch jemand bekommen? Ich hab das natürlich nicht angeklickt.... das ist doch nicht von #Amazon oder? @116316 https://t.co/6YXlhcyFun,"@649935 Nein, das ist eine Phishingmail! Alles richtig gemacht 👍 Infos dazu findest du auf folgender Hilfeseite von uns: https://t.co/NQ0qC99EuA Viele Grüße ^TR"
2795308,2795308,Brauche ich einen Amazon echo dot für 35 € oder nicht?,"@780033 Also ich würde sagen, ja ;) Lieben Gruß ^NW"
1532109,1532109,"@AmazonHelp Irgendwas stimmt da nicht. Könnt ihr das richtige Bild einsetzen? (Amazon.de, co.uk, ...)",@475241 Kannst du uns zu dem Artikel den zugehörigen Link zukommen lassen? ^SK
386752,386753,@AmazonHelp No same issue. !! I’ve brought the song on iTunes instead. Needed this song for the cafe playlist. But your copy is not Working!!,@207562 Let's see what other options we have available for you here: https://t.co/JzP7hlA23B ^JZ
2273344,2273344,"When all you need to say is ""Alexa, play Christmas songs by Mariah Carey,"" you know you are in for a treat. Thanks, @116935 @115821 @152044 #Christmas #queenofchristmas",@661282 Glad to hear you're enjoying Alexa! 😁🎄🎵 ^TH
287894,287909,@AmazonHelp @115850 how it differ with your previous replies. #GetALife #WillYouFast #winterishere https://t.co/nnsHfrJnBz,"@183542 We apologize for the stretch. However, you can choose to write back to our e-mail if you want. We'll revert at the earliest. ^CB"
729898,729898,"Hace nada, Jon Snow. Hoy compro el ansiado funko de #WinterBeast en @116928 . Esto es ruina 🙈🙈🙈 no os visito más en un tiempo... 😂 https://t.co/WANlUZfUSK","@294826 Hola, Paola 💕 esperamos que disfrutes tu nuevo Funko (y que vuelvas pronto😅📦) ^VL"
2547027,2547027,@AmazonHelp Taylor Swift Reputation ***MP3***album. This is the response I got. *laughs* https://t.co/nDaxSbAs01,"@723870 Hi Shana, is there anything we can help you with today? ^PJ"
703014,703014,@115821 can you please have someone from your customer service department message me! ASAP!,"@287925 If you would like to contact our support team, please use the following link so we can better assist you: https://t.co/hApLpMlfHN ^WM"
1610996,1610996,@115850 I have been having issues and am unable to contact the customer service. Please help me out,"@494491 Sorry that you are unable to contact our support team. Could you elaborate the issue, so that we can help you accordingly.^SY"
2773022,2773022,@115850 I am unable to reach your customer service. Please advise,@775057 You would be able to get in touch with us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN
311014,311013,@115850 Customer service is not good enough. Am contacting you from 23 september. But never get a good response,@350362 Sorry for this experience with our support team. Could you tell us what went wrong? We'd like to help. ^ST
1365500,1365500,@115830 I really need your customer service dept to contact me as a matter upmost urgency.,@437915 You can contact us at: https://t.co/JzP7hlA23B We'll be happy to help you. ^CC
2092677,2092677,What the heck @115821? I ordered something and paid for next day delivery and now you're telling it won't get here until later next week?,@618405 We'd still like to help! What was the estimated delivery date given on the order during checkout? https://t.co/Y5jpI9gRhE ^RM
1773268,1773268,@115821 I had a package scheduled for 1 day-delivery today from literally the next town over &amp; now it won’t be here til Friday #WTH ugh!,@454578 Very sorry! Which carrier was assigned delivery? This can be found under order details from here: https://t.co/Y5jpI9gRhE ^CH
2260587,2260587,"@115821 I ordered something with prime shipping and it was supposed to come today, now it may not come until Tuesday?! Unacceptable. https://t.co/w9u5t2ASjG","@658231 Oh, no! I'm so sorry to see this delay, Jenny- we'd like to help in any way possible. Who's the carrier for this order? You can find that info here: https://t.co/hApLpMlfHN ^BL"
810258,810258,So apparently my order from @115830 is being delivered tomorrow but it’s not yet dispatched 🙈😱,"@313064 No worries, Sophie! Parcels can be dispatched and delivered in the same day, so please keep us posted on delivery! ^FD"
1454473,1454473,"I ordered something on @115821 the other day and it says its ""not yet shipped but its also ""arriving today"" so idk how to feel",@457579 I'm sorry for the concern! Orders can be shipped out on the day of delivery. Please keep us posted on delivery by 8:00! ^SD
2212107,2212107,Very poor and disappointing service by @115821 . Repeated late deliveries even under #AmazonPrime. @115850 @AmazonHelp #amazonindia,"@646530 I'm sorry. Definitely not we'd want, Sumit. Have you checked with our support team on what's causing the delays? Please do so here: https://t.co/vlvfJr4nN9 ^JC"
125318,125316,@115830 Pathetic service by #amazon #AmazonPrime . Been 2 days and still no sight of my item.,@273051 I'm so sorry you have not received your package just yet! Has your delivery date been updated here https://t.co/aaDyEz1VgE? ^AV
323698,323698,Really disappointed with #Amazon service. 2nd experience in a week @115821 @AmazonHelp @115850,"@193101 I'm sorry for the unpleasant experience. We'd like to know more about this, please share and we'll work on it. ^HA"
2321026,2321027,@115850 This type of service not believe by amazon,@672512 We have responded to your concern here: https://t.co/XoYCH1ahht. Request you to check. ^MP
818873,818873,@115850 Delivery is a sham! Money making next day delivery service! @AmazonHelp #onlineshopping #AmazonIndia,@315069 We have responded to your concern here: https://t.co/Vhg8SgFlOv. ^SQ
2384563,2384563,The one time you *really* need @amazonhelp to deliver on prime next day they fail. And can’t do anything to expedite their own courier 😞,@282320 Very sorry about the delay. Have you been provided a delivery time frame for the item to reach you ? ^CR
1724742,1724742,@AmazonHelp can you tell me why my prime parcel has not arrived today and is not even with the courier yet?,"@121279 Uh oh! Sounds like we're missing the mark. What was the promised date of the delivery, Sian? Please let us know! ^JD"
1371835,1371835,@AmazonHelp care to explain this?? Love how every time I order with Prime your courier's fuck me over by losing or delivering DAYS late!! 😤😤 https://t.co/YHhfLaRije,@439298 This isn't what we like to hear! We'd like to look at this closer with you. Please reach us here: https://t.co/JzP7hlA23B ^KP
2277534,2277534,@AmazonHelp 2nd time this week my prime parcels have not been delivered on the correct day! Disappointing service!!!,"@662310 I'm sorry for the disappointment. That shouldn't be the norm. If you don't receive your current order by Monday at 9pm, please let us know. ^MG"
1953355,1953346,@AmazonHelp No delivery....is there no way of fining the courier?It is YOUR Prime service they are messing with.,"@579935 Hi, Please reach out to us with the link provided so we may look into this for you. https://t.co/RiGhieoIbP ^CR"
2689332,2689334,"@AmazonHelp No, para realizar un pedido y ver si solicito que lo manden a mi domicilio o a la oficina. Gracias","@270191 Entiendo, en ese caso durante el proceso de compra se te indican las fechas posibles de entrega de acuerdo con el producto, dirección de entrega y método de envío seleccionado, entre otros. ^KS"
2677391,2677388,@AmazonHelp @130687 si y me dicen que está en reparto y que no llegará antes...solo quiero cambiar la direccion¡¡ en misma poblacion¡¡ alli si estaré,"@753510 Entiendo Cloti, por favor contacta nuestro SAC accesando el siguiente enlace: https://t.co/OjvUxwnzPe. ^AZ"
2276804,2276804,"Un cachondo el repartidor de Amazon, que me dice que baje yo al portal que el paquete pesa… https://t.co/0pxshtq7St",@662162 íHola Sonia! Nos podrías indicar cual fue el transportista asignado para esta entrega por favor? ^JL
238578,238580,"@AmazonHelp Si. Los recibi. Segui los pasos, reestablece mi contraseña y no me deja entrar. Me parece fatal que pase esto 2 veces.",@172750 ¿Qué error te presenta al intentar accesar tu cuenta con la nueva contraseña? ^DA
2363223,2363221,@AmazonHelp Creo que por un vendedor. El artículo fue enviado de vuelta a Madrid.,"@682323 Comprendo, en este caso te recomiendo contactar al vendedor, en el siguiente enlace podrás seguir los pasos: https://t.co/usfx3HIWVI ^AD"
2665870,2665870,@115850 how can i open a amazon delivery shop in my area???,@751069 You may reach out to our support team here: https://t.co/vlvfJr4nN9 and they will assist you further. ^NK
2514443,2514444,"@AmazonHelp There are two options. For shops , for business Which one to choose",@555181 Please request a call back from us using the link shared and we'll help you with the process. ^HK
665485,665469,"@115850 Hello ! Can i buy things from Amazon .In as iam living in Pakistan ? ,plz confirm .","@378605 Unfortunately, we do not have international shipping. ^SQ"
2809854,2809854,"Buying merchandise from Amazon's Global store is a nightmare, thanks to their fulfillment agent- #Aramex. Several calls and much yelling later, they continue unabated with a flurry of emails and prerecorded calls. Don't know a way out. @8623 @115821 @AmazonHelp",@783621 Our products are shipped on time so they can reach you by the estimated delivery date. Could you please tell us if we have missed the mentioned time frame? ^SF
