golden_example_id,golden_intent,customer_message,rank,retrieval_score,retrieved_customer_text,retrieved_brand_response,retrieved_conversation_root,retrieved_customer_created_at
31,,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",1,30.89322213988566,CHEGARAM TODOS OS MEUS LIVROS DA @117086 !!! https://t.co/kvRFeXMzI0,"@776885 Olá Roberto! 😱Ficamos felizes demais de saber que você já recebeu o seu pedido!🎉🎉🎉 Conta para gente, qual deles vai ler primeiro? ^HC https://t.co/qeNeONkLti",2781898,2017-11-21 17:14:33+00:00
32,,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,1,26.80887642802869,@AmazonHelp All sorted thank you for the help,"@660326 Anytime, Chris! Let us know if we can ever assist! ^AB",2269143,2017-11-12 13:34:55+00:00
33,,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",1,21.001004452115513,@117086 Euuuuuu finalmente comprei meu Kindle!!!!! 💖,"@143929 Olá, Anna! Ótimo, você já sabe qual conteúdo digital vai ler assim que receber o dispositivo?. ❤️💚💛 ^NB",109786,2017-11-24 02:10:21+00:00
34,,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,1,29.148766302574042,"@AmazonHelp Desde https://t.co/LaDU7Q452l  Lo necesito, de verdad!!!! No puedo vivir sin el....","@660328 Entiendo Vanessa, por favor reporta lo sucedido con nuestro Servicio al Cliente mediante el siguiente enlace: https://t.co/OjvUxwnzPe. ^AZ",2269157,2017-11-11 10:14:57+00:00
35,,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",1,32.650264354186746,"Hello @119625. When will you update Mr Robot Season 3, Episode 1? 😒",@307690 movies and TV shows we have available. 2/2 ^SH,786789,2017-10-12 09:38:39+00:00
36,,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,1,24.36553775204186,@115830 do you have an email address I can forward on phishing emails to ?,@556101 We do - thanks for highlighting :  https://t.co/uPjZZXBgcU  ^TD,1860218,2017-10-18 07:28:35+00:00
37,,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",1,18.054677195341938,"@115821 @AmazonHelp Not yet received the refund.
Ordered on Oct 12, 2017 (404-6551265-9923510)","@707559 Apologies for delay with refund. We'd like to help you. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. 

Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^RI",2474960,2017-11-15 12:58:07+00:00
38,,im still waiting on that amazon basic cintiq.,1,16.62985622590384,im home waiting on at least 4 amazon packages #nesting,@622723 Keep us posted! We want to make sure you receive them all! 😁 ^KJ,2111180,2017-11-08 16:03:51+00:00
39,,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,1,24.923307550477112,What do you do when @115830 Prime says one day delivery but doesn't actually deliver in one day?,@650081 When was the expected delivery date on your confirmation email? What does your tracking currently say:  https://t.co/aaDyEz1VgE ^MI,2227063,2017-11-10 09:21:19+00:00
40,,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,1,25.59791913868948,@116439 how am I supposed to read the description? https://t.co/hODbqJhIEW,@632180 I'm sorry for the trouble! Please restart your Fire TV as shown here: https://t.co/jF8OtSbr6o and keep us posted. ^CC,2151087,2017-11-09 00:15:28+00:00
41,,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,1,23.74534415501174,"@AmazonHelp It's Amazon Logistics that is the issue. I'm a prime member for 2-day shipping, not 3-6 days.","@189836 We'd like to help, is this regarding a current order shown in the link provided by ML?  ^AG",309195,2017-10-07 01:38:43+00:00
42,,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",1,47.096602022682205,Quanto è quotato che il corriere di amazon passerá in quell’unica ora in cui il portiere non c’é e io sarò fuori casa? 🤔,@480572 Speriamo di no! 🍀 La maggior parte dei corrieri effettua più di un tentativo di consegna: https://t.co/DvPvIRQH8x. ^CS,1553326,2017-11-04 10:54:00+00:00
43,,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,1,31.911758650486895,"@115830 why is it that I pay a lot of money for Prime so that I can receive items the next day, wait all day, no item? Instead 3 day wait?",@186820 Sorry to hear Hannah. What date was provided in the order confirmation email sent to you? Were you notified of a delay? ^TP,348972,2017-10-08 07:38:41+00:00
44,,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,1,28.893053085655804,I pay for @115830 Prime Why is the one day delivery telling me it will be 5 days?,"@140848 Our Prime One-Day Delivery refers to the transit time after the item ships, and doesn't include the time it takes to pack and prepare an order for shipment. Have we missed a delivery date provided at checkout? ^GR",111898,2017-11-23 20:17:46+00:00
45,,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",1,32.37904933591154,@115830 Thanks for ruining my 3 year olds Christmas present by delivering her Barbie house like this https://t.co/L5XhaSXYFh,@494042 Apologies Yvonne. This sounds like frustration free packaging was used here - https://t.co/JT86Ukgvvi ^KM,1609086,2017-11-05 10:07:09+00:00
46,,"@AmazonHelp question, how come your courier failed to gain access to my property in spite of the fact I’m currently sitting in my home and just tested my doorbell. Deliberately waiting for this delivery, not ideal!!!",1,24.316871155501545,@AmazonHelp someone has hacked my account and I can’t gain access,"@314740 Oh no! We'd like to look into this with you! When you have time, please reach out to us here: https://t.co/WB7u7oXOSf ^GM",817604,2017-10-12 20:57:15+00:00
47,,@115821 @AmazonHelp On top of that they were just so negative and impatient.,1,18.12746337678813,"@AmazonHelp Uhhhhhhhhh.........today by 8pm, I’m just impatient.  😒",@187427 Please keep us posted on their arrival. They were made for walkin' and that's what we want you doin'! 👢😉 ^EZ,299657,2017-10-06 20:05:53+00:00
48,,I don’t have Amazon Prime to always have my packages delayed. 😠 @115821,1,19.687956737723216,@AmazonHelp i don’t have an amazon prime subscription,"@696244 If you do not have a Prime subscription, please check any other accounts to which you may have used your credit card (friend/family members). If nothing is found, please use the link HM provided so we may review this account information with you. ^WM",2424483,2017-11-14 19:49:09+00:00
49,,"So, habe mir dann gestern mal Alexa bestellt. Mal sehen wie das ist #EchoDot @116316",1,34.580175978950116,"@AmazonHelp Achso, alles klar dann schaue ich mir das Mal an, danke!",@442804 Bitte 😊,1387326,2017-10-28 15:45:11+00:00
50,,"@AmazonHelp Please, please, please tell amazon.ca to stop using Intelecom for prime deliveries.   Intelcom doesn't answer their phones and their web tracking is a joke. Just finished reporting my 2nd undelivered order in a week. I pay for prime. I expect better.",1,31.990090600318695,"Please, please, please @115821 send me my book... 😭 #everydaywatercolor","@297723 I'm sorry for the delay. When you go to Your Orders, what's the estimated delivery date for your book? ^EM",743262,2017-10-11 15:47:23+00:00
51,,"@115850 

Still can't delivery today even though it reached bANGLORE this morning. What kind of service is this ? https://t.co/9Ugaj9oE52",1,27.967217880095617,@AmazonHelp Still no Refund. What kind of Service is this ?????,@186439 I'm sorry for the hassle. Request you to reply to the correspondence sent by us so that we can help you. ^SS,295742,2017-10-27 17:04:10+00:00
52,,@AmazonHelp I have a missing package and cannot seem to find a resolution despite having called Amazon. The phone reps are horrible! -_- Do you have a solution for me???,1,25.874247121494506,Are you having issues with your delivery drivers in Stevenage because mine doesn't seem to have a sat nav to find my house @115830,"@677894 Hello Natasha! I'm sorry for any delivery concerns you're facing, so please without sharing private details elaborate on this for us. Do you have an existing parcel that's running behind or having a rough time making it's way to you? ^TM",2344011,2017-11-13 15:24:59+00:00
53,,"@115833 can we get the ability to add an echo to multiple multi-room music groups? E.g. group ""upstairs"" and group ""everywhere""",1,26.85613196865871,Wait what?! In first group to preorder and I get it in Dec? @115788 @AmazonHelp @115787 Can someone assist?!! https://t.co/PRl65hAXj3,@332329 We'd like to help. What does the current status of your order state here: https://t.co/q4LAMZ3tbE? ^GG,1717565,2017-10-28 23:10:09+00:00
54,,"Yes, the package was supposed be delivered on Dec 1st. @amazonhelp @115821 https://t.co/oF073UjOqH",1,21.003135480158797,"@AmazonHelp Yes, I had a package that was supposed to be delivered yesterday but it wasn't, nor did it get delivered today.",@708750 Are these delays related to the same order? Do they have the same carrier? You can check here: https://t.co/cZIAVITC4L ^GM,2480150,2017-10-29 21:51:09+00:00
55,,"#OnePlus5TRiddles 
The beast is here
But unable to place an order @115850 .
Unable to contact on Toll free number",1,39.18248667741259,@AmazonHelp unable to place an order. Need help! India toll free no is invalid,@481787 I'm sorry for any trouble. Could you let us know what is the error your getting? ^RW,1558979,2017-10-17 03:20:51+00:00
56,,"e anche amazon non si smentisce, appena passato anche il suo corriere. BRAVI 💜",1,28.67908064009074,"@AmazonHelp Risposte veloci, sempre sul pezzo. Pronti a scusarsi e a rimediare.  Carino anche il biglietto e il pensiero.  BRAVI. https://t.co/mbNLp3mnwR",@656294 Siamo davvero felici di aver avuto la possibilità di rimediare e che abbia apprezzato il nostro piccolo pensiero! 😊 Grazie! ^CS,2252819,2017-11-27 21:45:04+00:00
57,,@115833 what is wrong with my echo show? Already tried unplugging it and replugging in. The screen is totally unresponsive. https://t.co/H9nhcbAfRc,1,23.95174714145946,@AmazonHelp why is this happening to my echo show? It randomly shuts off too. https://t.co/cUZ2IDji0d,@361065 That doesn't look right! We'd like to take a look at this with you in real-time. Please contact us: https://t.co/hApLpMlfHN ^WT,1018798,2017-10-22 22:08:59+00:00
58,,What’s the point of having a Prime membership if @115821 delivers your stuff late? 🙄,1,36.833345048794236,What’s the point of having @115821 prime if my package delivers late anyways??,@426976 Did we miss the delivery date in the confirmation e-mail? You can check for the date here: https://t.co/Rt9QpSFl6d ^BH,1313916,2017-10-18 01:48:38+00:00
59,,To whoever stole my Amazon package; I sincerely hope you enjoy my curly hair shampoo you stupid fuck. IDK WHO YOU GONNA GIFT THAT TO YOU XMAS THIEF,1,42.71485817296133,Shoutout to whoever stole my Amazon package I hope you enjoy your kitty litter and tapestry ☹️☹️☹️,@129969 I'm sorry for the missing order! Please reach out to us here and we'll be glad to investigate: https://t.co/hApLpMlfHN ^FJ,61045,2017-11-01 21:06:03+00:00
60,,@AmazonHelp Amazon is beginning to mess up orders in India.. I have had two very bad experiences. Delivered a terribly wrong product .. got a headset when I ordered a phone..and one before too..,1,29.77010745176362,2 out of my 4 recent @115821 orders have been rookie mistakes and/or bad experiences. I ordered a 700pc roll but got a 300pc 😩 #notaddingup https://t.co/mMV1snHaHU,@671443 Oh no! I'm so sorry you received the incorrect item. We some have options available here: https://t.co/V8wwJ6eCQC ^BL,2315678,2017-10-19 22:06:13+00:00
61,,@115850 hi why your delivery a gent don't bring pos machine most of the time n insist on cash payment,1,29.64810622905061,@115850 Why your delivery men don't carry a POS machine? Not every one has cash everytime.,"@783617 I'm sorry, did you report this to our customer service team? ^SI",2809828,2017-11-22 05:47:13+00:00
62,,"Comprar na segunda, receber na sexta.

@117086, SUA LINDA!",1,25.24072094870942,"Mano, eu amo black friday na Amazon... @117086 sua linda ❤",@143379 Oi Jean. Obrigado pelo carinho amiga. Nós também te amamos muito! Você vai aproveitar as nossas promoções? 😍 ^JJ,122704,2017-11-24 00:30:55+00:00
63,,When you order your sister a hamster car for Christmas and @115830 send a blue one ... hope she’s having a boy hamster 😤😫😭 https://t.co/LdZjANTOpT,1,25.192801115615175,When you order a game from @115830 and they send you a car charger for a phone you don't even own. Great service as always.,@471576 Oh no! I'm sorry you received the wrong item! Have you check return/replacement options here: https://t.co/hfR57c8F3g ^KH,1610976,2017-10-17 11:10:34+00:00
64,,"Uhh...I was supposed to get the Logitech BRIO today, but instead I got some Maltesers? WTF @AmazonHelp @115830 https://t.co/Dlv6ywAPzn",1,19.38340689211808,Got a prime account on @115821 because it was supposed to be better. Instead I've had a camera (that came late) thrown over the fence. wtf,@755218 I'm sorry for the poor experience! Can you please tell us who the carrier was? Found here: https://t.co/q4LAMZ3tbE ^AC,2685361,2017-10-31 16:57:14+00:00
65,,@AmazonHelp order has been out for delivery with Intelcom since Sunday and its Tuesday and they are not answering the phone or replying to emails. I WANT MY ORDER #reallypissed #intel worst courtier,1,31.187184692132966,"@115830 @AmazonHelp my order has been out for delivery since Saturday (prime next day delivery) - has said ""arriving today"" since Sunday https://t.co/gEtO8x3qnw","@525452 I'm sorry to hear about this, Rob! Contact us via phone/chat so we can discuss options with you: https://t.co/JzP7hlA23B ^MW",1741817,2017-11-07 17:03:50+00:00
66,,@AmazonHelp can you please explain why my delivery has failed to come on the last 3 days as promised. Shocking customer service.,1,24.929124326743317,@115830 has lost my service for good. Shocking customer service.,@445083 I'm so sorry for this experience. Can you tell us more about what's gone on without posting account or order info? ^DO,1397877,2017-10-28 15:37:40+00:00
67,,how does this work then? i ordered it and they said to be here for the 2nd which is the day i need it for. now it’s saying monday the 4th? @115821 @115830 why do i even pay for prime https://t.co/cPIIWDKMDc,1,34.09560349629284,Hey @115821 why do I pay for prime and two day shipping if NOTHING is here by then? #Annoyed #INeededThisForWednesday 😡 https://t.co/YHUzKn65uD,@355289 Sorry for the wait! Shipping timers only begin when an item ships. Have we missed our expected delivery date on the order? ^JE,993190,2017-10-22 15:38:09+00:00
68,,Cuando ya confirme mi cuenta y aun así sigue bloqueada porque #BlackFriday @116875 https://t.co/Qdmcbf2xHU,1,44.30700106692219,@AmazonHelp No puedo por que tengo mi cuenta aun bloqueada y ya llame al servicio al cliente para arreglar eso pero aun sigue bloqueada,"@127729 Te recomendamos revisar la carpeta de correo no deseado para que verifiques si has recibido el correo. Si no lo has recibido, por favor contacta al correo electrónico que encontraras en el siguiente enlace: https://t.co/7LuYcqyN8d. ^AA",52171,2017-11-22 20:56:03+00:00
69,,Pues con un par de rebajas que ha hecho mi querido @116928 he hecho la compra del mes y casi de navidad!,1,38.660645380599334,"Me he venido arriba y he hecho un pedido a @116928 que incluye #LaCiudadDeLasSombras de @97075 (por @97076) y #LosChicosDelCalendario5 de @97077 (por @97078)

Que ganas de tenerlos y leerlos. https://t.co/QARn9MV6iv",@713662 ¡Es tan emocionante cuando se hace un pedido! 😄😉 Esperamos que los disfrutes mucho. 📚 ^KS,2501973,2017-11-15 19:47:20+00:00
70,,@AmazonHelp please help me!! My product is ‘waiting for collection’. Nowhere can I find which company it is and it’s not at my local post office and nowhere on email or tracking. I am completely lost!!!!,1,32.91659583110349,"@2150 @115821 @AmazonHelp please help me find my package somehow, it is nowhere to be found, I do not want to lose almost $200.",@333148 That's strange! Have you tried these tips to help locate a package that was marked as delivered: https://t.co/UT4FIYeuSy ^ZW,897492,2017-10-13 18:40:48+00:00
71,,"@AmazonHelp Is it possible to give someone a gift from the Kindle store in the UK, and have it delivered to their device? Seems it's possible for US customers but not available here? You're losing money if this isn't possible!",1,37.46295063496471,"@115830 Am in the UK, have family in Canada. Is it possible to get a physical gift card delivered to them from your Canadian site for them to use?","@314573 Indeed, it is! Please use the following link to order a physical gift card from our Canada site: https://t.co/qR5Sfyjlyo ^MW",2278744,2017-11-11 17:56:22+00:00
72,,"@AmazonHelp Hello, I retained my Amazon Prime subscription by paying ₹999 few days back. When can I expect the ₹500 voucher credited to my account?",1,22.18641399429864,@115850 @AmazonHelp I am contacting again for echo invitation. Already requested 10 days back. When can I expect it ?,"@322584 I understand your concern. We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^AH",2167774,2017-10-29 04:02:38+00:00
73,,They did this shit to me I️ brought a poster and I️t was a fucking pillow case as the poster 🙄🙄🙄😒 @AmazonHelp @115821 https://t.co/bhJKEkbqc8,1,30.595337360657492,ordered a poster off @115821 and the tube the poster is SUPPOSED to come with came in the mail EMPTY. cool!!!!,@823074 I'm sorry to hear about this! We'd like to see what our options are. Please reach us here: https://t.co/hApLpMlfHN ^LR,2984895,2017-10-31 21:22:47+00:00
74,,Oh @115830 - I’m a Prime member. I expect next day delivery when specified. Not having to wait 3 days due to incompetent delivery company ⬇️⬇️ https://t.co/QldjNDQA6H,1,26.533090495335955,"@AmazonHelp @146688 I'm also having this issue, Next day delivery but I have to wait until Monday????",@146687 Hi Chris. We aim to deliver orders by the delivery date given and confirmed when the order is placed. ^DC,136190,2017-11-24 09:25:17+00:00
75,,I have an email from @AmazonHelp stating I will receive a 100 dollar credit but now I am refused the credit!!!,1,21.989684905595325,@AmazonHelp will i receive an email or will i be contacted here,@149078 You will receive an update via e-mail. ^KI,2722602,2017-11-20 14:02:58+00:00
