golden_example_id,query,rank,customer_tweet_id,conversation_root,historical_customer_text,brand_response,cross_encoder_score,hybrid_score,bm25_score,dense_score,human_intent,retrieved_proxy_intent,intent_match
3,When I get the @115821 notification the my orders are out on delivery https://t.co/M5NHmekgsF,1,1268992,1268992,My orders are always late when @115821 uses their delivery service. Please go back to #UPS! https://t.co/VNFCwuByXF,"@417132 I'm sorry for the delivery issues. We'd like to look into this, pls send us more info here: https://t.co/4sEB7lVF0Z ^CO",6.099156379699707,0.8941490610509308,17.085142555310448,0.795972466468811,delivery_status,delivery_problem,False
3,When I get the @115821 notification the my orders are out on delivery https://t.co/M5NHmekgsF,2,46546,46546,When that @115821 notification of a package delivery pops up https://t.co/ehfsX9l0Ll,@126336 That's the same expression I have when there're extra marshmallows in my cereal! ^FR,6.057228088378906,0.8724734813619508,16.721965194407257,0.774552583694458,delivery_status,general_support,False
3,When I get the @115821 notification the my orders are out on delivery https://t.co/M5NHmekgsF,3,1801019,1801019,Damn @115821. My order has been “out for delivery” since 2pm yesterday with the promise of having it to me by 8pm yesterday. Still not here.,@541157 I'm sorry you haven't received your order yet! Who is the listed carrier for this: https://t.co/Y5jpI9gRhE? ^JP,5.530152320861816,0.48449491449597354,0.0,0.816946268081665,delivery_status,delivery_status,True
3,When I get the @115821 notification the my orders are out on delivery https://t.co/M5NHmekgsF,4,2499167,2499167,"@115830 What’s happening to your delivery service,my last two orders have been left on the doorstep in plain sight and today I received one of your new style missed delivery notifications! https://t.co/D3TCpTj1XX","@713069 I apologize about poor experience with us! Have you set a safe place for our drivers to leave your package, you can find more information about that here: https://t.co/F45DdMuOyr ^LS",5.512817859649658,0.5,0.0,0.8430906534194946,delivery_status,order_issue,False
3,When I get the @115821 notification the my orders are out on delivery https://t.co/M5NHmekgsF,5,853914,853914,@115830 getting told my package is out for delivery 11:48 almost 2:20 still no sign of it!,"@322820 Parcels can be delivered any time until 21:00, depending on the courier. Please let us know when the parcel arrives! ^GR",5.075448989868164,0.46454611949029156,0.0,0.7833089828491211,delivery_status,delivery_status,True
4,@AmazonHelp And how the fuck are your delivery people conveniently taking a phot when it really is delivered but there’s never a photo when shit is missing? How the fuck does that work?,1,734663,734663,@AmazonHelp how the fuck can u mark it as delivered and not deliver the product on the day it was supposed to come..pathetic service https://t.co/4eC7nQReP9,@295776 Sorry for the wrong update. Kindly report this to our support team here: https://t.co/rS49hgaADF and we'll look into it. ^AK,2.036896228790283,0.8008040564119845,27.446744768329857,0.6929314136505127,delivery_problem,general_support,False
4,@AmazonHelp And how the fuck are your delivery people conveniently taking a phot when it really is delivered but there’s never a photo when shit is missing? How the fuck does that work?,2,1230165,1230166,"@AmazonHelp I have submitted an email. Basically, the delivery person did not actually attempt delivery, yet said there was no way in (there is).","@189481 To ensure this is escalated &amp; addressed by our Logistics team, please relay details here: https://t.co/By7AjxZ4LD ^DG",0.7797961235046387,0.45354773558558775,0.0,0.6713933944702148,delivery_problem,general_support,False
4,@AmazonHelp And how the fuck are your delivery people conveniently taking a phot when it really is delivered but there’s never a photo when shit is missing? How the fuck does that work?,3,313301,313296,"@AmazonHelp this is happening too many times, and to too many people. its time you take notice. delivery team marks order as delivered when it is not.",@190811 Sorry for the trouble. Provide your details in the link given earlier and we will get back to you with a resolution soon. ^GU,0.6233805418014526,0.4623145199866643,0.0,0.6843709945678711,delivery_problem,order_issue,False
4,@AmazonHelp And how the fuck are your delivery people conveniently taking a phot when it really is delivered but there’s never a photo when shit is missing? How the fuck does that work?,4,2236498,2236498,When @AmazonHelp @115821 sends you a picture to prove they delivered your package and it’s a picture of someone else’s house. Way to go. Where is my package??,@652213 We'd like to look into this for you. Please send us your information and additional details at: https://t.co/2qEWRIIxHY ^LI,0.5064162015914917,0.4529460177261958,0.0,0.6705026626586914,delivery_problem,general_support,False
4,@AmazonHelp And how the fuck are your delivery people conveniently taking a phot when it really is delivered but there’s never a photo when shit is missing? How the fuck does that work?,5,812184,812179,@AmazonHelp How easily ur delivery team sent a message that parcel has been delivered and you guys had accepted that.Nice to see your real time service.,"@313073 I'm sorry about that Rahul. Our team is working on it, kindly request you to wait and we'll get back to you with an update. ^GD",0.44056397676467896,0.4507901573389124,0.0,0.6673113107681274,delivery_problem,general_support,False
5,@119625 should bring in @132021 series!! I'm eagerly waiting for that day!!,1,419403,419402,@119625 Young Sheldon!! Eagerly waiting for the 2md episode.. When will that come out..??,@215019 We haven't had an announcement about this yet. Kindly stay tuned to https://t.co/Oc4q8KP45x for an update. ^SA,3.0507562160491943,0.5,23.88664202532332,0.0,prime_membership,general_support,False
5,@119625 should bring in @132021 series!! I'm eagerly waiting for that day!!,2,741534,741533,@119625 Damn! Been waiting for this... 😎 you should think about releasing a movie every Friday!!! 😁,@305364 We are always adding new content to the Amazon Prime Video library. I'll pass along your comments to our team. ^GK,2.028700351715088,0.7813450832513993,15.244010794989867,0.6719869375228882,prime_membership,general_support,False
5,@119625 should bring in @132021 series!! I'm eagerly waiting for that day!!,3,411450,411451,@119625 @12327 we are all waiting for its second episode. don't when @119625 is droping this.,@207104 We haven't made an announcement on that yet. Stay tuned to our website for further updates. ^HD,1.8811771869659424,0.7494332920906533,13.404707888530027,0.6815652847290039,prime_membership,general_support,False
5,@119625 should bring in @132021 series!! I'm eagerly waiting for that day!!,4,75821,75820,@119625 @132976 Thank you for releasing it on the same day as global release!,@123652 We hear you!! Can you tell us more about your love of grand tour : https://t.co/soExpMNlFh ? ^HR https://t.co/Cs6n3SPuIH,0.8711939454078674,0.4590377263490741,0.0,0.6673108339309692,prime_membership,general_support,False
5,@119625 should bring in @132021 series!! I'm eagerly waiting for that day!!,5,1669433,1669433,. @119625 Can’t wait. When are you going to make it available? https://t.co/YlXjYFBwpd,@508309 We'll continue to add new content. Keep checking PrimeVideo.in where we highlight the latest movies and shows we have available.^PJ,0.02676178514957428,0.4619191514974587,0.0,0.6714996099472046,prime_membership,general_support,False
7,"@115830 my question is, why have you locked my account and refuse to let me in?????????????????????",1,806310,806310,Ok so @115821 locked me out my account because of my card info but yet I can still use said card with said info which was right ALL ALONG https://t.co/FtJVtA3IFu,@308746 I'm sorry to hear this! Have you reached out to Customer Support team for more insight: https://t.co/hApLpMlfHN? ^ME,5.479925632476807,0.43770396630787356,0.0,0.6749774217605591,account_security,general_support,False
7,"@115830 my question is, why have you locked my account and refuse to let me in?????????????????????",2,1873867,1873867,"Congrats @115830 you have locked my account due to fraud (it wasn't). Following instructions to reset my password, and still can't log in.",@559457 Hi Matthew- Have you received any communication regarding your account? Has info been requested to reopen the acc? ^NV,5.352013111114502,0.9146668731825754,21.28924139929665,0.6991641521453857,account_security,account_security,True
7,"@115830 my question is, why have you locked my account and refuse to let me in?????????????????????",3,2226434,2226434,@115830 my account is saying it has locked me out and to check my emails on how to get back in- I have no emails and I’m still waiting on a delivery that hasn’t even been dispatched. Can someone DM me to sort this please,"@649921 Hi Rosie, can you check your spam or junk folder? The emails can sometimes be routed there. ^PJ",4.860475540161133,0.44597594612228236,0.0,0.68773353099823,account_security,delivery_status,False
7,"@115830 my question is, why have you locked my account and refuse to let me in?????????????????????",4,2507273,2507273,@115830 pls help you have locked my account until i verify my bank details but i cant do this because i cant get into my account to upload my statement .....,"@714848 I'm sorry about the locked account, Debbie! Please send the bank documents in a reply to the original email you received from our account specialists. ^SP",4.6349196434021,0.8792988913415565,19.496401297065724,0.7045273184776306,account_security,general_support,False
7,"@115830 my question is, why have you locked my account and refuse to let me in?????????????????????",5,1683613,1683613,"Hey @115821 you locked me out of my account after I bought something and now won’t let me log back in, what gives?!?",@511742 Sorry to hear that! Have you received any recent emails from our accounts team providing clarification or instructions? ^CH,4.580597877502441,0.9596817685097616,21.375028310398978,0.7657146453857422,account_security,general_support,False
8,"Ya llegaron 
@108134  te amo 
@116875 también te amo https://t.co/MzSG8woPll",1,1737100,1737100,Ya llegaron. Thanks @116928 https://t.co/nYG74UEJZ4,@524396 ¡Qué emoción! ¿Ya estás ansioso por estrenarlos? ^AR,2.819674015045166,0.42098421906319905,0.0,0.6791681051254272,returns_replacements,general_support,False
8,"Ya llegaron 
@108134  te amo 
@116875 también te amo https://t.co/MzSG8woPll",2,1247787,1247787,"Gracias @116875 ya llegó ahora si así si se vino, es mi primera compra por cierto @116875 https://t.co/vOKN5Z89vi","@412760 ¡Qué emocionante, Yamil! 😀 Cuéntanos, ¿qué te ha parecido la experiencia de compra? 😊 ^JQ",2.7267253398895264,0.41751534944326285,0.0,0.6735718250274658,returns_replacements,prime_membership,False
8,"Ya llegaron 
@108134  te amo 
@116875 también te amo https://t.co/MzSG8woPll",3,2234178,2234178,Ya llego 🙌🏻 @116875 @88148 https://t.co/v7yUanylmN,"@651706 ¡Que emocionante, Jacobo! 🤗 ¿La estrenarás hoy mismo? ^LG",2.671255588531494,0.43531372820392356,0.0,0.7022857069969177,returns_replacements,general_support,False
8,"Ya llegaron 
@108134  te amo 
@116875 también te amo https://t.co/MzSG8woPll",4,890888,890888,Ya llego :3 @116875 @125815 https://t.co/2EnSa6kV1R,"@144969 ¡Que emoción, Gaby! 🤗 Nos alegra mucho saber que ya lo recibiste. ^LG",2.477254629135132,0.43454369752314065,0.0,0.701043426990509,returns_replacements,general_support,False
8,"Ya llegaron 
@108134  te amo 
@116875 también te amo https://t.co/MzSG8woPll",5,1869753,1869753,Por eso te amo @116875 @117795 ❤️ https://t.co/OtkI2oPwGt,@552586 Y nosotros también te amamos. ^VM https://t.co/aLuFuL6eiZ,2.199176788330078,0.851967296349021,40.0642235540721,0.7007296085357666,returns_replacements,general_support,False
9,Me on #Dec5th stalking the mailman for my #TwinPeaks #BluRay. It happens every time I order my Peaks merch from @115821 Prime.  I hope the good mailman/lady is on our route on Tuesday!   @25701 https://t.co/mzMnAyYqav,1,966817,966819,"@349460 @349460 I've tried to order twin peaks the secret history twice now from @115821 and both times ""it's been lost in transit"" #fail",@349459 I'm sorry to hear about these orders. Have any additional options been provided to help with this? ^RR,-1.8589532375335693,0.47165245171606723,0.0,0.6042219400405884,delivery_problem,order_issue,False
9,Me on #Dec5th stalking the mailman for my #TwinPeaks #BluRay. It happens every time I order my Peaks merch from @115821 Prime.  I hope the good mailman/lady is on our route on Tuesday!   @25701 https://t.co/mzMnAyYqav,2,2142912,2142912,"@115821 @AmazonHelp Mildly sad to open my Twin Peaks: The Final Dossier to find a rip. No big deal, but thought I'd share. https://t.co/M2tQOvzT2O",@630048 I am so sorry about that David! Our packaging team would like to hear your feedback: https://t.co/AlCnF5YWVg ^LS,-4.70625114440918,0.48434866567805945,0.0,0.6204867362976074,delivery_problem,general_support,False
9,Me on #Dec5th stalking the mailman for my #TwinPeaks #BluRay. It happens every time I order my Peaks merch from @115821 Prime.  I hope the good mailman/lady is on our route on Tuesday!   @25701 https://t.co/mzMnAyYqav,3,2226510,2226510,"@115850 order a product on 31st Oct'17, ETA on 03 Nov, after many complaints query still pending and this is happen when i am a #Primemember. Order id 405-9586566-6395568, Kindly resolved the same. #AmazonIndia","@649941 I'm sorry about the delay. Have you reported this to our team here: https://t.co/vlvfJrlYEH ? Please don't provide your order details, as we consider them to be personal information. Our page is visible to the public. ^GK",-7.305575847625732,0.4712230999088814,0.0,0.6036719083786011,delivery_problem,order_issue,False
9,Me on #Dec5th stalking the mailman for my #TwinPeaks #BluRay. It happens every time I order my Peaks merch from @115821 Prime.  I hope the good mailman/lady is on our route on Tuesday!   @25701 https://t.co/mzMnAyYqav,4,1109524,1109524,"Why is it every time my order from @115821 ships under its own delivery (amzl us) service I never receive my order on time. Due today, 😂🤣😡",@381837 Hey Sean! My team would like to look into this with you. Please give us more details here: https://t.co/5yFZdIsrpC ^AJ,-7.488526821136475,0.5,25.891828991475776,0.0,delivery_problem,order_issue,False
9,Me on #Dec5th stalking the mailman for my #TwinPeaks #BluRay. It happens every time I order my Peaks merch from @115821 Prime.  I hope the good mailman/lady is on our route on Tuesday!   @25701 https://t.co/mzMnAyYqav,5,1829407,1829407,@115821 you just cancelled my #primenow order for no reason... This is my third delivery with issues... #amazonhelp,@412405 I'm sorry for the inconvenience this has caused! Is the item you're currently trying to order in stock/available? ^WM,-7.686000823974609,0.46580781416566913,0.0,0.5967345237731934,delivery_problem,order_issue,False
10,"@115821 Whenever the shipping carrier is you I don't get my package correctly... How do I resolve? Still haven't received my package that was ""delivered"" yesterday.",1,991561,991561,"@115821 I received an alert yesterday that my packages were delivered, but they have yet to arrive. What can I do to resolve this?",@354894 I'm sorry the order hasn't been located! Have you been able to try these steps: https://t.co/uoK9Nt3PAS? ^EP,4.585516929626465,0.47674550083769074,0.0,0.7715247273445129,delivery_problem,general_support,False
10,"@115821 Whenever the shipping carrier is you I don't get my package correctly... How do I resolve? Still haven't received my package that was ""delivered"" yesterday.",2,2446270,2446270,Once again @118706 claims to have delivered an @115821 package but I haven't gotten it. Now I get to wait two more days to see if it shows up before reporting it as lost. Why can't I request the more reliable @115817 or @81 as carrier instead of USPS?,@701306 I'm sorry for the delivery issues! Have we missed the delivery date we provided in our order confirmation e-mail? ^WT,4.570503234863281,0.4720861592749718,0.0,0.7639844417572021,delivery_problem,general_support,False
10,"@115821 Whenever the shipping carrier is you I don't get my package correctly... How do I resolve? Still haven't received my package that was ""delivered"" yesterday.",3,2616328,2616328,"@115821 or @AmazonHelp, worst part? Delivery is not being retried apparently. Last status: ""Package arrived at a carrier facility"". What's maddening is that there's no easy way to contact anyone to sort this out. Using Two Day in future so @115817 can deliver it properly. 2/2",@739512 I'm sorry your package didn't arrive as expected! Have you been able to reach out to us here via phone or chat: https://t.co/hApLpMlfHN so we can look into this with you. ^ZW,3.597566843032837,0.4865111315925788,0.0,0.7873286008834839,delivery_problem,digital_product_support,False
10,"@115821 Whenever the shipping carrier is you I don't get my package correctly... How do I resolve? Still haven't received my package that was ""delivered"" yesterday.",4,1133442,1133442,@115821 I was supposed to receive my order yesterday. It shipped late and then you used USPS so I won't even get it til tomorrow. Wtf?,"@387077 Sorry to hear about the delay, Len. We don't expect this to happen. Please let us know if it doesn't arrive by the new date. ^AB",3.4072511196136475,0.47974942351674527,0.0,0.776386022567749,delivery_problem,delivery_problem,True
10,"@115821 Whenever the shipping carrier is you I don't get my package correctly... How do I resolve? Still haven't received my package that was ""delivered"" yesterday.",5,2531129,2531129,@115821 you need to stop using @3375 to ship packages all my friends and there friends say they never recieve their packages and i didnt recieve my package today theyre just terrible 😠😡,"@142290 Hi, sorry to hear that you haven't received your parcel yet, what's the current status of the tracking: https://t.co/Y5jpI9gRhE? ^JJ",3.218083381652832,0.46932005619569966,0.0,0.7595080137252808,delivery_problem,general_support,False
11,"@120533 @AmazonHelp hey, vous avez un sav téléphonique au top... L'agent me dit clairement que mon compte est bloqué et même en refaisant un nouveau, sa sera pareil et m'invite à ne plus venir acheter chez Amazon... La classe, @131800 j'arrive...",1,2602291,2602291,@120533 @AmazonHelp je le redirai à chaque fois service clients au top du top 👏 réponses à mes tweet sans attendre et en+ on m'appelle et on me renseigne clairement !!! Bravo je suis ravie MERCI ❤,@722372 Cela fait un énorme plaisir d'apprendre que vous êtes bien satisfait de notre service😍.^FT,2.6994683742523193,0.49231439182823833,0.0,0.7252012491226196,returns_replacements,digital_product_support,False
11,"@120533 @AmazonHelp hey, vous avez un sav téléphonique au top... L'agent me dit clairement que mon compte est bloqué et même en refaisant un nouveau, sa sera pareil et m'invite à ne plus venir acheter chez Amazon... La classe, @131800 j'arrive...",2,2266889,2266887,@AmazonHelp Si vous avez la possibilité de m’éviter @120535 a l’avenir j’en serais vraiment heureux,"@659795 Merci pour votre commentaire, tant que vous avez contacté notre SAV donc ce problème est remonté au département ""transporteur"", en espérant que tout rentrera dans l'ordre le plus rapidement possible ^SN",2.634270191192627,0.4711477820668252,0.0,0.6940218806266785,returns_replacements,general_support,False
11,"@120533 @AmazonHelp hey, vous avez un sav téléphonique au top... L'agent me dit clairement que mon compte est bloqué et même en refaisant un nouveau, sa sera pareil et m'invite à ne plus venir acheter chez Amazon... La classe, @131800 j'arrive...",3,611085,611085,@120533 sav au top chez amazon erreur de livraison et petit geste commercial me voila tres satisfait,@265293 Ravie d'apprendre cela 😊 J'espère que votre liste de Noël est complète 😉 ^MA,1.8236916065216064,0.4696745847649678,0.0,0.691851794719696,returns_replacements,general_support,False
11,"@120533 @AmazonHelp hey, vous avez un sav téléphonique au top... L'agent me dit clairement que mon compte est bloqué et même en refaisant un nouveau, sa sera pareil et m'invite à ne plus venir acheter chez Amazon... La classe, @131800 j'arrive...",4,2124793,2124793,@AmazonHelp @120533 là j’avoue vous êtes des ouf j’attendais ma #XboxOneX que le 13 et je l’ai déjà. Merci 😅👏🏻 https://t.co/CjLtWolZBk,@273384 Ça c'est une bonne nouvelle 😊😊 Vous allez pouvoir en profiter plus tôt ;) 👌 ^MH,1.6108207702636719,0.4725741630294647,0.0,0.6961230039596558,returns_replacements,general_support,False
11,"@120533 @AmazonHelp hey, vous avez un sav téléphonique au top... L'agent me dit clairement que mon compte est bloqué et même en refaisant un nouveau, sa sera pareil et m'invite à ne plus venir acheter chez Amazon... La classe, @131800 j'arrive...",5,1319829,1319829,@120533 @AmazonHelp Vous livrez pas le jour de la sortie officielle ??? https://t.co/F0McpkkKn2,"@428190 Bonjour, quel mode de livraison avez-vous choisi? ^YL",1.5233590602874756,0.47590386893949943,0.0,0.7010278105735779,returns_replacements,general_support,False
13,NOT happy @115830 . Very poor from delivery driver.  Good thing I have time to return this before Christmas! 😠 #furious https://t.co/qAifMnazL0,1,1216261,1216261,@115830 https://t.co/9MBjUQkZ6U not happy this is the second amazon delivery that's hasnt arrived #poorservice https://t.co/Ai8K6Tnv97,@405394 Sorry for the inconvenience! Have you tried all these steps to locate your parcel: https://t.co/WrEZtluSt0 ? Let us know! ^JE,1.9926830530166626,0.854697016711848,16.772360409030025,0.7425973415374756,refund_issue,digital_product_support,False
13,NOT happy @115830 . Very poor from delivery driver.  Good thing I have time to return this before Christmas! 😠 #furious https://t.co/qAifMnazL0,2,2632921,2632922,"@115830 If the people we've never met hadn't been so incredibly decent as to return the item, Christmas would've cancelled for my son through no fault of our own!! Don't take your drivers' word over your customers' without proof!",@743423 I'm sorry for the poor experience. Our team would like to make sure our Transportation team is aware of this. Please provide us with your details here: https://t.co/awPSUdX2mL ^RA,1.688387155532837,0.47988257692889236,0.0,0.7544215321540833,refund_issue,order_issue,False
13,NOT happy @115830 . Very poor from delivery driver.  Good thing I have time to return this before Christmas! 😠 #furious https://t.co/qAifMnazL0,3,2555093,2555093,@115830 not happy. 1st order marked as delivered but didn't arrive. Ordered again for next day and now says delivery tomorrow!! Useless call centre staff.,"@725573 Hi, I'm sorry to hear that. Did we create a free replacement for you? Of so, what was the estimated delivery date given to you in your confirmation email? ^MA",1.6777563095092773,0.47832472354159156,0.0,0.7519724369049072,refund_issue,delivery_problem,False
13,NOT happy @115830 . Very poor from delivery driver.  Good thing I have time to return this before Christmas! 😠 #furious https://t.co/qAifMnazL0,4,2784540,2784540,@115830 very disappointed with the constant lies I am being told re my next day delivery. Failed to deliver and then lied again about getting it tonight. Worst customer service ever 😡😡,@777486 I'm terribly sorry for the experience you have been having with your deliveries. I'd like for a member of our team to look into this for you. Please provide your information here https://t.co/jLZWGplE0G. ^AV,1.4547579288482666,0.47747339983066034,0.0,0.7506340742111206,refund_issue,digital_product_support,False
13,NOT happy @115830 . Very poor from delivery driver.  Good thing I have time to return this before Christmas! 😠 #furious https://t.co/qAifMnazL0,5,1525024,1525024,"@115830 you have really poor customer services, not happy at all!!!","@473704 I'm so sorry to hear that, James. Without providing any personal/account info, can you tell us more about your issue? ^BG",1.3571687936782837,1.0,21.934074042960333,0.7860480546951294,refund_issue,digital_product_support,False
14,"Amazon fue mi aliado en las compras navideñas de bae✨💖

Te amo @116875",1,2760842,2760842,#PásalaBienEnAmazon @116875 mis compras del buen fin fueron de amazon! https://t.co/fgzC18SPeM,"@278184 ¡Nos encanta saberlo, Paola! 😀 ¿Qué te parecieron las ofertas? 😊 ^JQ",4.223013877868652,0.4609242840113518,0.0,0.7663578987121582,returns_replacements,general_support,False
14,"Amazon fue mi aliado en las compras navideñas de bae✨💖

Te amo @116875",2,2804304,2804304,"@116875 hola, buenas noches, hice mi primera compra en Amazon, mi pedido ya esta en camino pero, pero me cobraron a mi tarjeta de débito dos veces ese pedido. ¿Qué hago? 😒","@782194 Hola, José Luis. Por favor verifica la siguiente información: https://t.co/x48oXoiorr. ^JQ",4.115106105804443,0.446264303246536,0.0,0.7419834136962891,returns_replacements,prime_membership,False
14,"Amazon fue mi aliado en las compras navideñas de bae✨💖

Te amo @116875",3,122022,122022,Que sería de nuestras compras navideñas sin @116875,"@143192 ¡Hola Alex! ¡Nos encanta poder ser parte de estas fechas tan importantes para ti! 🙂Cuéntanos, ¿Que has comprado últimamente? ^PC",2.3761463165283203,0.5,35.13800071622523,0.0,returns_replacements,general_support,False
14,"Amazon fue mi aliado en las compras navideñas de bae✨💖

Te amo @116875",4,1689525,1689525,"Hola @116875 voy a hacer una compra en https://t.co/uulhFxeBzV con envio a EU, mi Amazon prime del .COM.MX sirve para el Amazon de .COM? Lo comento porque me aparece la opción, oajala puedan aclararme la duda @AmazonHelp https://t.co/WGhAWaAtnV","@343477 Hola, Fher. Los beneficios Prime de https://t.co/Xxn35fEBwC son válidos únicamente para compras hechas en este sitio. ^CR",2.2890825271606445,0.44748424755426797,0.0,0.7440117597579956,returns_replacements,prime_membership,False
14,"Amazon fue mi aliado en las compras navideñas de bae✨💖

Te amo @116875",5,418134,418134,"@116875 Pues a pesar de lo tardado que fue, agradezco su atención, pero la verdad de las ultimas veces que compro en amazon","@214762 Lamento cualquier inconveniente, ¿Podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^AZ",2.0258774757385254,0.43981677390083485,0.0,0.7312633991241455,returns_replacements,general_support,False
16,Hey @115850 when will be @118062 's reputation magazines available in Stock?,1,444384,444384,"@115850 hi, i placed my order for Taylor Swift's Reputation magazine in September, and it has not been shipped out yet.","@220268 Hey, if the estimated delivery date given to you is between 28 Nov - 1 Dec your order will ship in time to arrive between those dates. ^MA",3.133347272872925,0.4362104328653811,0.0,0.6679724454879761,preorder_issue,order_issue,False
16,Hey @115850 when will be @118062 's reputation magazines available in Stock?,2,139956,139956,@115850 hey! I ordered Taylor Swift's reputation magazine and it was supposed to come today but it hasn't yet...... help me!,@147572 Apologies for the missed delivery. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll get this checked for you. ^PB,2.5366992950439453,0.4188121387802974,0.0,0.6413303017616272,preorder_issue,order_issue,False
16,Hey @115850 when will be @118062 's reputation magazines available in Stock?,3,1771819,1771819,"@115830 I have preordered the Taylor Swift Reputation magazines. Will they definitely arrive on the 10th? I cant afford to buy the album again if not, and it’s not on streaming services until the week after. Also I go back to uni on Monday.",@532567 Thanks for reaching out! We aim to meet the delivery date provided at checkout. Keep us posted! ^BL,2.2175955772399902,0.4118260569951861,0.0,0.6306324601173401,preorder_issue,order_issue,False
