conversation_root,brand_tweet_id,author_id,inbound,brand_created_at,brand_response,response_tweet_id,in_response_to_tweet_id,customer_tweet_id,customer_author_id,customer_inbound,customer_text,customer_created_at,split,char_length,word_count,has_context,turn_count,has_url,difficulty_score,candidate_id,selection_reason,golden_example_id,intent,should_escalate,difficulty,annotation_notes,conversation_context
1177692,1177691,AmazonHelp,False,Sat Nov 25 11:58:28 +0000 2017,"@153837 Bonjour, je suis sincèrement désolée pour le désagrément causé par cela. Afin de mieux gérer la situation, pouvez-vous me confirmer si vous avez reçu un email vous indiquant la démarche à suivre pour débloquer votre compte ? ^SB",,1177692.0,1177692,153837,True,"@120533 @AmazonHelp hey, vous avez un sav téléphonique au top... L'agent me dit clairement que mon compte est bloqué et même en refaisant un nouveau, sa sera pareil et m'invite à ne plus venir acheter chez Amazon... La classe, @131800 j'arrive...",2017-11-25 11:31:32+00:00,evaluation,246,41,True,1,False,,286,regular_coverage,11,,,,,"AmazonHelp: @153837 Bonjour, je suis sincèrement désolée pour le désagrément causé par cela. Afin de mieux gérer la situation, pouvez-vous me confirmer si vous avez reçu un email vous indiquant la démarche à suivre pour débloquer votre compte ? ^SB"
517626,517625,AmazonHelp,False,Sat Dec 02 01:48:00 +0000 2017,"@239358 I'm sorry to hear of this, Jessica. This certainly isn't the experience we strive for! When you last spoke with us, what information or options were provided? Please let us know! ^NS",,517626.0,517626,239358,True,"@115821 just lost my business for a while.  A Prime order shouldn't take over a week to get to my house (especially when the warehouse is two towns over), the cancellation is a mess, and their representatives are liars.  I want my money back!",2017-12-02 01:20:26+00:00,evaluation,242,44,True,1,False,,31,regular_coverage,12,,,,,"AmazonHelp: @239358 I'm sorry to hear of this, Jessica. This certainly isn't the experience we strive for! When you last spoke with us, what information or options were provided? Please let us know! ^NS"
2859957,2859956,AmazonHelp,False,Mon Nov 27 22:19:00 +0000 2017,@794734 I'm sorry to see this! We would love to record your feedback and help you with your return. Please reach us via phone or chat here: https://t.co/qy3J24VGxb ^JS,,2859957.0,2859957,794734,True,NOT happy @115830 . Very poor from delivery driver.  Good thing I have time to return this before Christmas! 😠 #furious https://t.co/qAifMnazL0,2017-11-27 22:14:05+00:00,evaluation,143,22,True,1,True,,452,regular_coverage,13,,,,,AmazonHelp: @794734 I'm sorry to see this! We would love to record your feedback and help you with your return. Please reach us via phone or chat here: https://t.co/qy3J24VGxb ^JS
2798264,2798263,AmazonHelp,False,Fri Dec 01 00:45:31 +0000 2017,@780750 ¡Hola ZombieQueen! ¡Nosotros también te amamos!  😍✨  Cuéntanos ¿De cuáles productos hemos sido complices de tus compras? 😄 ^ PC https://t.co/aFIotsgSm8,,2798264.0,2798264,780750,True,"Amazon fue mi aliado en las compras navideñas de bae✨💖

Te amo @116875",2017-12-01 00:36:59+00:00,evaluation,70,13,True,1,False,,590,regular_coverage,14,,,,,AmazonHelp: @780750 ¡Hola ZombieQueen! ¡Nosotros también te amamos!  😍✨  Cuéntanos ¿De cuáles productos hemos sido complices de tus compras? 😄 ^ PC https://t.co/aFIotsgSm8
2888290,2888288,AmazonHelp,False,Tue Nov 28 13:28:00 +0000 2017,@799353 I'm sorry about the delay in delivery of your order. Kindly connect with us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG,,2888289.0,2888289,799353,True,@132994 Don't buy this phone through @115850 @AmazonHelp no on time delivery,2017-11-28 13:26:01+00:00,evaluation,76,12,True,1,False,,480,regular_coverage,15,,,,,AmazonHelp: @799353 I'm sorry about the delay in delivery of your order. Kindly connect with us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
2825734,2825733,AmazonHelp,False,Mon Nov 27 09:48:29 +0000 2017,@663947 We do not have an update at the moment. Kindly stay tuned to our website for further details. ^PB,,2825734.0,2825734,663947,True,Hey @115850 when will be @118062 's reputation magazines available in Stock?,2017-11-27 08:58:56+00:00,evaluation,76,12,True,1,False,,79,regular_coverage,16,,,,,AmazonHelp: @663947 We do not have an update at the moment. Kindly stay tuned to our website for further details. ^PB
2897662,2897661,AmazonHelp,False,Tue Nov 28 16:46:36 +0000 2017,@802843 può capitare che la spedizione 1 giorno non sia disponibile per il tuo ordine perché l'articolo non rispetta alcuni criteri oppure perché il tuo CAP non è raggiungibile con questo tipo di spedizione. Per info clicca qui: https://t.co/1O6R5T4xB1. ^BC,,2897662.0,2897662,802843,True,"Caro @120540 , io ti voglio bene e lo puoi capire anche dallo  storico dei miei ordini... 

PERÒ...

NON PUOI SCRIVERE ""SPEDIZIONE 1 GIORNO"" E POI ME LO FAI ARRIVARE LA SETTIMANA DOPO",2017-11-28 16:33:50+00:00,evaluation,183,33,True,1,False,,534,regular_coverage,17,,,,,AmazonHelp: @802843 può capitare che la spedizione 1 giorno non sia disponibile per il tuo ordine perché l'articolo non rispetta alcuni criteri oppure perché il tuo CAP non è raggiungibile con questo tipo di spedizione. Per info clicca qui: https://t.co/1O6R5T4xB1. ^BC
2419953,2419952,AmazonHelp,False,Sat Nov 25 22:26:00 +0000 2017,"@695184 Hola, puedes encontrar todos los dispositivos compatibles con el servicio en el siguiente enlace: https://t.co/J4Ol1vItcy. ^AA",,2419953.0,2419953,695184,True,@123813 ¿habrá ya app suya en Apple TV?,2017-11-25 22:15:43+00:00,evaluation,39,8,True,1,False,,486,regular_coverage,18,,,,,"AmazonHelp: @695184 Hola, puedes encontrar todos los dispositivos compatibles con el servicio en el siguiente enlace: https://t.co/J4Ol1vItcy. ^AA"
1220809,1220808,AmazonHelp,False,Sat Nov 25 19:41:30 +0000 2017,@406450 #Läuftbeidir ^MI,,1220809.0,1220809,406450,True,Habe von meinen Freunden einfach n Amazon Echo bekommen. Richtig NICE,2017-11-25 19:36:26+00:00,evaluation,69,11,True,1,False,,357,regular_coverage,19,,,,,AmazonHelp: @406450 #Läuftbeidir ^MI
603994,603993,AmazonHelp,False,Sun Dec 03 22:43:28 +0000 2017,"@263293 I'm so glad we could help you with such a fantastic music choice, Patrick! 🎶 ^FD",,603994.0,603994,263293,True,"Listening to Winter Song by Sara Bareilles &amp; Ingrid Michaelson, on the album: The Hotel Café presents... Winter Songs - Thanks @115833",2017-12-03 22:39:37+00:00,evaluation,138,22,True,1,False,,55,regular_coverage,20,,,,,"AmazonHelp: @263293 I'm so glad we could help you with such a fantastic music choice, Patrick! 🎶 ^FD"
2813578,2813577,AmazonHelp,False,Mon Nov 27 01:46:13 +0000 2017,"@625530 Sure thing, we're happy to help! If you would like to speak with someone in real-time, you can reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS",,2813578.0,2813578,625530,True,"Hey @115821, could someone from customer service, kindly contact me? Thank you.",2017-11-27 01:43:41+00:00,evaluation,79,12,True,1,False,,2,regular_coverage,21,,,,,"AmazonHelp: @625530 Sure thing, we're happy to help! If you would like to speak with someone in real-time, you can reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS"
888387,888386,AmazonHelp,False,Sat Nov 25 16:05:00 +0000 2017,@330930 I'm sorry for the delay. We'd like to review your order and available options here: https://t.co/hApLpMlfHN ^RA,,888387.0,888387,330930,True,I ordered something from @115821 on Tuesday told it would be arriving next Wednesday and now it says it will arrive Thursday when I'll be out of town. :(,2017-11-25 16:01:20+00:00,evaluation,153,29,True,1,False,,7,regular_coverage,22,,,,,AmazonHelp: @330930 I'm sorry for the delay. We'd like to review your order and available options here: https://t.co/hApLpMlfHN ^RA
576055,576054,AmazonHelp,False,Sun Dec 03 08:24:00 +0000 2017,"@255540 That's uncertain! As you have got this to our attention, I will be sure to pass on your feedback internally to review and avoid such discrepancies. Appreciate your cooperation. ^BS",,576055.0,576055,255540,True,Excellent service by @115850: Item marked delivered before it's even delivered. Prepaid items left with watchman. One day delivery promise achieved. #pathetic #service #amazonin #AmazonPrime #CustomerService #CustomerExperience #customerfeedback,2017-12-03 07:54:09+00:00,evaluation,245,28,True,1,False,,421,regular_coverage,23,,,,,"AmazonHelp: @255540 That's uncertain! As you have got this to our attention, I will be sure to pass on your feedback internally to review and avoid such discrepancies. Appreciate your cooperation. ^BS"
2942059,2942058,AmazonHelp,False,Wed Nov 29 13:59:59 +0000 2017,"@812850 I'm sorry to hear about this, Mark. Have you already spoken with one of us about this? If not, you can contact us directly here: https://t.co/JzP7hlA23B We look forward to hearing from you! ^VR",,2942059.0,2942059,812850,True,@AmazonHelp Your courier has failed twice to deliver my parcels. What’s the point of prime if they can’t get me my stuff??,2017-11-29 12:38:18+00:00,evaluation,122,22,True,1,False,,553,regular_coverage,24,,,,,"AmazonHelp: @812850 I'm sorry to hear about this, Mark. Have you already spoken with one of us about this? If not, you can contact us directly here: https://t.co/JzP7hlA23B We look forward to hearing from you! ^VR"
2830763,2830761,AmazonHelp,False,Mon Nov 27 12:53:30 +0000 2017,"@788238 Hola, Fernando. Lamentamos los inconvenientes. Por favor mantennos informados en caso de que el pedido no sea entregado el día de hoy. 
Un saludo, 
^DB",2830762,2830763.0,2830763,788238,True,"Me da a mi que el repartidor va a dar muchas vueltas para encontrar el domicilio... 🤔 (la 4ª vez que me pasa lo mismo en menos de un mes, y siempre con #AmazonLogistics, muy mal -_-) @116928 https://t.co/ADKLviw72S",2017-11-27 12:44:08+00:00,evaluation,214,39,True,1,True,,360,regular_coverage,25,,,,,"AmazonHelp: @788238 Hola, Fernando. Lamentamos los inconvenientes. Por favor mantennos informados en caso de que el pedido no sea entregado el día de hoy. 
Un saludo, 
^DB
Customer: @AmazonHelp acabo de contactar con un agente a través de la web de amazon y han  verificado el problema... la solución: esperar de 2 a 3 días a que me  llegue a la dirección correcta 👎
Suerte que mañana no es Navidad o Reyes"
483846,483844,AmazonHelp,False,Fri Dec 01 14:40:29 +0000 2017,"@230096 Hi Puya! You can find all countries we ship to here: https://t.co/VlUbaxuBlD If an item can't ship to your selected address, you'll be notified during the checkout process. Thank you! ^AB",483845,483846.0,483846,230096,True,"I live in Tehran, Iran and want to shop at @115821. How can you help @AmazonHelp?",2017-12-01 14:34:45+00:00,evaluation,81,16,True,1,False,,413,regular_coverage,26,,,,,"AmazonHelp: @230096 Hi Puya! You can find all countries we ship to here: https://t.co/VlUbaxuBlD If an item can't ship to your selected address, you'll be notified during the checkout process. Thank you! ^AB
Customer: @AmazonHelp Hi @AmazonHelp! Thanks for very quick reply and for the link. Pity Iran is not enlisted. What do you suggest I do?"
163461,163459,AmazonHelp,False,Fri Nov 24 19:43:00 +0000 2017,@153808 Hola M. ¿Cuál de todos vas a pedir? https://t.co/ktVpe0k0X2 ^JJ,163460,163461.0,163461,153808,True,Alucino con Dash Button de @115821 @116928. No vaya a ser que tengamos que salir a la calle a comprar y mirar a los ojos de la gente.,2017-11-24 19:34:14+00:00,evaluation,133,28,True,1,False,,567,regular_coverage,27,,,,,"AmazonHelp: @153808 Hola M. ¿Cuál de todos vas a pedir? https://t.co/ktVpe0k0X2 ^JJ
Customer: @AmazonHelp Cuando saquéis el de @9473 me lo quedo fijo, si me acercáis el pedido al lavabo."
568339,568338,AmazonHelp,False,Sun Dec 03 02:36:30 +0000 2017,"@253347 I'm sorry for the trouble! Though delays are possible, we always strive to make the delivery date provided at checkout. Can you please confirm who the carrier is for your shipment: https://t.co/Y5jpI9gRhE? ^ST",,568339.0,568339,253347,True,sux when you order stuff from amazon prime &amp; you get an email saying “sorry your package wasn’t delivered today” ummm I pay for prime for a reason 🙄,2017-12-03 02:31:54+00:00,evaluation,152,29,True,1,False,,81,regular_coverage,28,,,,,"AmazonHelp: @253347 I'm sorry for the trouble! Though delays are possible, we always strive to make the delivery date provided at checkout. Can you please confirm who the carrier is for your shipment: https://t.co/Y5jpI9gRhE? ^ST"
2891996,2891994,AmazonHelp,False,Tue Nov 28 14:45:42 +0000 2017,@222191 So sorry for the wait! Some items aren't able to be shipped immediately. What was the date given in your order confirmation e-mail? ^MH,2891995,2891996.0,2891996,222191,True,Ugh. Back to the time now where filament orders from @115821 prime now take 3days to deliver,2017-11-28 14:43:15+00:00,evaluation,92,17,True,1,False,,288,regular_coverage,29,,,,,"AmazonHelp: @222191 So sorry for the wait! Some items aren't able to be shipped immediately. What was the date given in your order confirmation e-mail? ^MH
Customer: @AmazonHelp Its Wednesday if I pay for next day within next 7hrs. Otherwise it’s Friday"
888183,888180,AmazonHelp,False,Sat Nov 25 16:25:00 +0000 2017,"@330897 Hi, yes you sign up for the free trial to avail of the offer. This is only available to customers that have not had a Prime subscription before.^ES",,888181.0,888181,330897,True,"@JetBlue @115821 I don't see a place to purchase an annual membership, only a free trial. Do I start the free trial and get credited the points once the trial is over and I'm charged for the annual membership?",2017-11-25 16:19:11+00:00,evaluation,209,39,True,1,False,,35,regular_coverage,30,,,,,"AmazonHelp: @330897 Hi, yes you sign up for the free trial to avail of the offer. This is only available to customers that have not had a Prime subscription before.^ES"
2885647,2885646,AmazonHelp,False,Tue Nov 28 12:04:00 +0000 2017,"@800363 Que notícia maravilhosa, Tatá. Que bom que recebeu seu pedido tão rápido❣️🎉^VL",,2885647.0,2885647,800363,True,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",2017-11-28 11:57:48+00:00,evaluation,69,11,True,1,False,,21,regular_coverage,31,,,,,"AmazonHelp: @800363 Que notícia maravilhosa, Tatá. Que bom que recebeu seu pedido tão rápido❣️🎉^VL"
582623,582622,AmazonHelp,False,Sun Dec 03 13:38:30 +0000 2017,"@257367 Hey Catriona, really good news you got everything sorted! Don't hesitate to contact us if you need anything else. 😎 ^JC.",,582623.0,582623,257367,True,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,2017-12-03 13:34:30+00:00,evaluation,124,22,True,1,False,,96,regular_coverage,32,,,,,"AmazonHelp: @257367 Hey Catriona, really good news you got everything sorted! Don't hesitate to contact us if you need anything else. 😎 ^JC."
2903555,2903553,AmazonHelp,False,Tue Nov 28 19:04:37 +0000 2017,@278705 Opa chegou 🖤 já estrenou ele? já sabe qual e-Book vai ler ?😍 ^MB https://t.co/fLIA5VJBIA,2903554,2903555.0,2903555,278705,True,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",2017-11-28 18:51:54+00:00,evaluation,93,10,True,1,True,,85,regular_coverage,33,,,,,"AmazonHelp: @278705 Opa chegou 🖤 já estrenou ele? já sabe qual e-Book vai ler ?😍 ^MB https://t.co/fLIA5VJBIA
Customer: @AmazonHelp Tô mexendo nele ainda, logo vou atrás dos ebooks"
489454,489453,AmazonHelp,False,Fri Dec 01 16:29:00 +0000 2017,"@231571 Has descubierto un mundo completamente nuevo, Ximena 💖 ¿Qué es lo que más te gusta del servicio Prime? ^LG",,489454.0,489454,231571,True,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,2017-12-01 16:24:44+00:00,evaluation,63,11,True,1,False,,353,regular_coverage,34,,,,,"AmazonHelp: @231571 Has descubierto un mundo completamente nuevo, Ximena 💖 ¿Qué es lo que más te gusta del servicio Prime? ^LG"
2885772,2885771,AmazonHelp,False,Thu Nov 30 20:02:00 +0000 2017,"@800386 We want to make sure we inquire with the appropriate team. Could you tell us which Amazon Marketplace do you purchase/stream your videos from? (.de, .co.uk, etc.) ^MJ",,2885772.0,2885772,800386,True,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",2017-11-30 19:33:11+00:00,evaluation,103,19,True,1,False,,523,regular_coverage,35,,,,,"AmazonHelp: @800386 We want to make sure we inquire with the appropriate team. Could you tell us which Amazon Marketplace do you purchase/stream your videos from? (.de, .co.uk, etc.) ^MJ"
2862027,2862024,AmazonHelp,False,Mon Nov 27 23:03:06 +0000 2017,@795068 I'm so sorry for any frustration you may have experienced. We'd love to help in any way we can. You can e-mail us directly here: https://t.co/JzP7hlRCV9 ^EB,"2862025,2862026",2862027.0,2862027,795068,True,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,2017-11-27 22:53:25+00:00,evaluation,103,20,True,1,False,,5,regular_coverage,36,,,,,"AmazonHelp: @795068 I'm so sorry for any frustration you may have experienced. We'd love to help in any way we can. You can e-mail us directly here: https://t.co/JzP7hlRCV9 ^EB
Customer: @AmazonHelp Thank you
Customer: @AmazonHelp Incredible. Never experienced customer service as poor as this. Refusing to deal with the matter and Amazon putting an end to it. The email through the website doesn’t go to a senior department. Please may I have an email for a senior department regarding my complaint?"
2292190,2292188,AmazonHelp,False,Sun Nov 26 16:03:00 +0000 2017,@205016 Hello! I'm sorry to hear you didn't get the correct number of pens! We'd like to help. Do you mind getting in touch with us via phone or chat options here:  https://t.co/hApLpMlfHN. ^DY,2292189,2292190.0,2292190,205016,True,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",2017-11-26 15:59:10+00:00,evaluation,92,15,True,1,True,,271,regular_coverage,37,,,,,"AmazonHelp: @205016 Hello! I'm sorry to hear you didn't get the correct number of pens! We'd like to help. Do you mind getting in touch with us via phone or chat options here:  https://t.co/hApLpMlfHN. ^DY
Customer: @AmazonHelp Will do"
1822293,1822292,AmazonHelp,False,Sun Nov 26 07:20:05 +0000 2017,"@547061 Hey Will, what is the estimated delivery date given to you in your confirmation email? What is the current status of your order: https://t.co/Y5jpI9gRhE?^MA",,1822293.0,1822293,547061,True,im still waiting on that amazon basic cintiq.,2017-11-26 07:12:11+00:00,evaluation,45,8,True,1,False,,575,regular_coverage,38,,,,,"AmazonHelp: @547061 Hey Will, what is the estimated delivery date given to you in your confirmation email? What is the current status of your order: https://t.co/Y5jpI9gRhE?^MA"
1719181,1719180,AmazonHelp,False,Sun Nov 26 05:41:25 +0000 2017,@520455 Oh no! I'm sorry your order is taking longer than expected! What does the most recent tracking status show here: https://t.co/Y5jpI9gRhE? ^BN,,1719181.0,1719181,520455,True,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,2017-11-26 05:39:02+00:00,evaluation,116,22,True,1,False,,491,regular_coverage,39,,,,,AmazonHelp: @520455 Oh no! I'm sorry your order is taking longer than expected! What does the most recent tracking status show here: https://t.co/Y5jpI9gRhE? ^BN
476064,476063,AmazonHelp,False,Fri Dec 01 11:12:00 +0000 2017,"@228167 I am sorry to see this. Can I ask, can you please reach out to us through the following link so we can look into this for you: https://t.co/hApLpMlfHN.^GA",,476064.0,476064,228167,True,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,2017-12-01 11:03:15+00:00,evaluation,135,22,True,1,True,,521,regular_coverage,40,,,,,"AmazonHelp: @228167 I am sorry to see this. Can I ask, can you please reach out to us through the following link so we can look into this for you: https://t.co/hApLpMlfHN.^GA"
570111,570110,AmazonHelp,False,Sun Dec 03 03:23:00 +0000 2017,"@253819 I'm sorry your order isn't arriving when you expected! To confirm, what was the delivery date shown at checkout and confirmed via e-mail? What's the current status shown here: https://t.co/Y5jpI9gRhE ^TL",,570111.0,570111,253819,True,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,2017-12-03 03:03:23+00:00,evaluation,86,13,True,1,False,,402,regular_coverage,41,,,,,"AmazonHelp: @253819 I'm sorry your order isn't arriving when you expected! To confirm, what was the delivery date shown at checkout and confirmed via e-mail? What's the current status shown here: https://t.co/Y5jpI9gRhE ^TL"
2371278,2371277,AmazonHelp,False,Fri Dec 01 13:17:00 +0000 2017,"@684225 Speriamo di no, dai! 🙈 Facci sapere! ^VE",,2371278.0,2371278,684225,True,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",2017-12-01 13:11:41+00:00,evaluation,136,22,True,1,False,,461,regular_coverage,42,,,,,"AmazonHelp: @684225 Speriamo di no, dai! 🙈 Facci sapere! ^VE"
1616488,1616487,AmazonHelp,False,Sat Nov 25 13:04:55 +0000 2017,@495719 This is indeed a busy time of year for us! What were the available shipping options for you? ^GP,,1616488.0,1616488,495719,True,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,2017-11-25 12:54:52+00:00,evaluation,192,38,True,1,False,,497,regular_coverage,43,,,,,AmazonHelp: @495719 This is indeed a busy time of year for us! What were the available shipping options for you? ^GP
2877707,2877706,AmazonHelp,False,Tue Nov 28 07:11:00 +0000 2017,@798773 Prime one day delivery is one day from the items dispatching. During the checkout process the delivery date provide would be the most accurate time frame at present. You can find info on extended delivery time frames here: https://t.co/Upx18sgcZB ^MI,,2877707.0,2877707,798773,True,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,2017-11-28 07:07:32+00:00,evaluation,145,26,True,1,False,,330,regular_coverage,44,,,,,AmazonHelp: @798773 Prime one day delivery is one day from the items dispatching. During the checkout process the delivery date provide would be the most accurate time frame at present. You can find info on extended delivery time frames here: https://t.co/Upx18sgcZB ^MI
