golden_example_id,query,rank,customer_tweet_id,conversation_root,historical_customer_text,brand_response,bm25_score,dense_score,bm25_norm,dense_norm,hybrid_score
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",11,880946,880946,@AmazonHelp my package hasn't been delivered yet and it's shows unable to deliver the package contact Amazon what to do further,@329181 Sorry about this experience. Please report this to our support team here: https://t.co/TdDksLo6Mf &amp; we'll look into this ^HD,0.0,0.8147786259651184,0.0,0.9728881005350853,0.48644405026754267
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",12,2366300,2366300,@AmazonHelp I️ never received a package that says it was delivered. How do I️ fix this?,@683087 I'm sorry you didn't receive your order. Here are some tips to help you locate your order: https://t.co/VRvwtsoKqd Please keep us posted. ^CO,0.0,0.8146935105323792,0.0,0.9727864682768926,0.4863932341384463
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",13,1126681,1126681,My package was supposedly delivered but is nowhere to be found @AmazonHelp. What do I do? 😫,@351941 Sorry for the frustrations with your delivery! Let's try to help locate it: https://t.co/j2ab7BELij ^JZ,0.0,0.811082124710083,0.0,0.9684742855796707,0.4842371427898354
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",14,1486659,1486657,@AmazonHelp There is no package and it's been well over 36 hours since it says it was delivered. Can anything be done about it?,"@465249 We don't have direct access to your account via Twitter, but we can view the available options here: https://t.co/hApLpMlfHN ^ME",0.0,0.8083235025405884,0.0,0.9651803470827023,0.48259017354135114
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",15,2263012,2263012,@AmazonHelp - got a notification my package was delivered - but no package. Please help.,@658816 Oh no! We'd love to assist you with this. Could you please tell us which carrier was delivering your package? ^GP,0.0,0.8055204749107361,0.0,0.9618333861541136,0.4809166930770568
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",16,1152523,1152523,"@AmazonHelp I ordered an item, package tracking says it was delivered 90 min ago - but it's not here. Help!",@391217 Oh no! Have you done all the steps found on this help page about locating a missing package: https://t.co/gqSmOhsbTh? ^GL,0.0,0.805286705493927,0.0,0.9615542532993298,0.4807771266496649
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",17,1646832,1646833,"@AmazonHelp Okay, it's been 48hrs, 72 hours since guaranteed delivery. No sign of the package. My order notifications say it was delivered to my mailbox Monday (which is secure), and it isn't there. What are my next steps?",@503178 We'd like to take a closer look at this with you. Please reach out to us here: https://t.co/hApLpMlfHN ^LJ,0.0,0.8052318096160889,0.0,0.9614887047630584,0.4807443523815292
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",18,365197,365198,@AmazonHelp Still have yet to receive my package,@202513 Please allow us to look into this further. Use this link so that we may do so: https://t.co/hApLpMlfHN ^DO,0.0,0.8032568693161011,0.0,0.9591305232203733,0.47956526161018664
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",19,2652393,2652393,@AmazonHelp What can I do about an order that was supposed to be delivered today but hasn't arrived?,@748036 I'm sorry your order hasn't arrived. Who is the carrier? You can check here for tracking and updates: https://t.co/Y5jpI9gRhE Please keep us posted of you need anything further. ^MO,0.0,0.8013630509376526,0.0,0.9568692054755874,0.4784346027377937
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",20,2308288,2308288,@AmazonHelp my package was supposed to be delivered today but it never came,@521011 I'm so sorry for the wait. What does the mos recent tracking update shown here: https://t.co/Y5jpI9gRhE. And did you receive an e-mail regarding the delay? ^LH,0.0,0.7982245683670044,0.0,0.9531216938823572,0.4765608469411786
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",21,1285483,1285483,"@AmazonHelp I ordered an item on Tuesday with next day delivery, but it’s still not arrived, help??",@420688 What does the tracking information on the order show? You can view this information here: https://t.co/ijxJ9jCwr9 GR,0.0,0.7981415390968323,0.0,0.953022552610885,0.4765112763054425
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",22,2516990,2516990,@AmazonHelp Still haven't gotten my package,@312323 I'm sorry your package hasn't arrived! Can you tell us when it was expected and what the current tracking shows when you check here: https://t.co/Y5jpI9gRhE? ^EZ,0.0,0.7965579032897949,0.0,0.9511316090058991,0.47556580450294955
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",23,206862,206862,"@AmazonHelp Hi - my order hasn't arrived, and appears as delivered in my orders. What can I do?",@164987 I'm very sorry you haven't received your order yet. Please try these tips to help locate it: https://t.co/EeupzVLInd ^CL,0.0,0.7962689399719238,0.0,0.9507865717595981,0.47539328587979907
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",24,1339589,1339590,@AmazonHelp It says package was delivered but I didn't get it!??? https://t.co/kwJ8hpHyli,"@432459 Sorry about the incorrect update. Please connect with our support team here: https://t.co/TK4yevTaND, we'll check it. ^NR",33.071890528021484,0.0,0.9507698169022312,0.0,0.4753849084511156
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",25,1630271,1630271,@AmazonHelp hi. My parcel says it was delivered and nothing has arrived. What do I do?,"@498983 I'm sorry to hear this, but we're here for you! Try these steps and let us know if this doesn't help: https://t.co/kze5dEtuRi ^KN",0.0,0.7959623336791992,0.0,0.9504204678827474,0.4752102339413737
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",26,1887405,1887405,@AmazonHelp waiting for a package from you bought with next day delivery. No one has delivered it but it's saying it has. Help please!,@562914 Please get in touch with us here: https://t.co/JzP7hlA23B ^CD,0.0,0.7946106791496277,0.0,0.9488065220010709,0.4744032610005354
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",27,2273902,2273902,@AmazonHelp what do I do if it says you tried to deliver my package but didn't?? The person I sent it to has been in all day and no delivery attempt was made,"@661395 Hi Jess, sorry to hear that. After a failed delivery attempt the carrier should attempt to deliver again the next working day. Have you checked the delivery address to ensure that it is correct: https://t.co/aaDyEz1VgE? ^JJ",0.0,0.7943359017372131,0.0,0.9484784234644686,0.4742392117322343
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",28,1039179,1039179,@AmazonHelp my order status is delivered but i did not receive my package. I checked my mailbox its not in there. What do i do,@253648 I'm so sorry you haven't received your package. Have you followed the steps here: https://t.co/DGMn3aYSdi ?^DG,0.0,0.793878436088562,0.0,0.9479321856622078,0.4739660928311039
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",29,1466027,1466028,@AmazonHelp I never received a package that is displayed as delivered. Hoping to learn what happened and get it sorted out. Can you help?,"@157131 For tips on how to locate your package, please see here: https://t.co/rgF5o17dLu Keep us posted. ^CO",0.0,0.7929768562316895,0.0,0.9468556523726969,0.47342782618634843
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",30,2412632,2412632,@AmazonHelp Received notification that my package was delivered about a hour ago yet it is not here.....,@693579 Sorry to hear you have not received your order. Have you checked with a household member or neighbour to see if they have taken delivery for you? Did you place the order through Amazon UK or US? ^ ES,0.0,0.7923725843429565,0.0,0.9461341202763686,0.4730670601381843
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",31,783440,783440,@AmazonHelp i got the notification that I received my package but i did not and I waited an hour and nothing has came yet!,"@306990 Sorry for the trouble receiving your package! Please try the steps here: https://t.co/HnuGlbNceo, for help to locate it.^JM",0.0,0.7909411191940308,0.0,0.9444248763598742,0.4722124381799371
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",32,1298456,1298456,@AmazonHelp My package says it was delivered Monday but I never received it.,@423457 I'm sorry to hear this! Have you had a chance to report this to our Customer Support team: https://t.co/hApLpMlfHN? ^ME,32.84669700075087,0.0,0.9442958232698068,0.0,0.4721479116349034
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",33,338122,338119,@AmazonHelp My package was not delivered with the rest of my mail today!,@196707 Oh no! Have you been able to contact the carrier about this delay? You can find their info here: https://t.co/jQznpJHcWD ^NM,0.0,0.7896066904067993,0.0,0.9428314989114032,0.4714157494557016
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",34,1394535,1394547,@AmazonHelp My ordered is not delivered yet?,"@444309 I'm sorry for the miss, we have sent you a correspondence here: https://t.co/DTSNmGldJf kindly check and revert. ^AH",0.0,0.7878105044364929,0.0,0.9406867593451324,0.4703433796725662
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",35,1667257,1667257,@AmazonHelp I ordered something from you last weekend and it still has not arrived. Can you help?,"@507821 Hey, I am sorry to hear this. What is the current order status &amp; when was it due to be delivered? https://t.co/aaDyEz1VgE ^TD",0.0,0.7867814302444458,0.0,0.93945799118148,0.46972899559074
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",36,1038902,1038902,@AmazonHelp Been expecting a package to be delivered today and it’s not showed up. Can you help????,@365809 I'm sorry your package hasn't arrived! Can you please tell us what the current tracking shows: https://t.co/aaDyEz1VgE? ^EZ,0.0,0.784181535243988,0.0,0.93635358118841,0.468176790594205
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",37,921334,921334,"@AmazonHelp I have not received everything promised in a package I ordered, what do I do. I'm in urgent need.",@289112 I'm sorry for the trouble! We don't have access to account info over Twitter. Pls contact us here: https://t.co/JzP7hlA23B ^MH,0.0,0.7803453207015991,0.0,0.9317729412937772,0.4658864706468886
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",38,2291176,2291176,@AmazonHelp Hiya! I'm waiting for a package via amazon.es and it's almost a month later. seller doesn't reply - what should i do? :),"@665472 We are truly sorry, you can check the following information about our A to Z Guarantee Protection: https://t.co/QcjqrBtlwk ^VL",0.0,0.7796573638916016,0.0,0.930951485044436,0.465475742522218
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",39,2286555,2286555,@AmazonHelp What do I do in the event that your carrier has marked a package as being delivered and the package is no where to be found?,"@664400 Hello, Adam. Who is the carrier for this order? You can find that information here: https://t.co/Y5jpI9gRhE. ^LM",0.0,0.7792244553565979,0.0,0.9304345697144268,0.4652172848572134
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",40,2135663,2135664,@AmazonHelp Didn't received my package today,@148218 I'm sorry you didn't receive your parcel today. What does the tracking show for your parcel? https://t.co/aaDyEz1VgE ^HS,0.0,0.7783869504928589,0.0,0.929434545302757,0.4647172726513785
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",41,1308579,1308581,"@AmazonHelp Hi - thx. I called customer service 5 min after I got notification that it was delivered, not much help. Tried all steps as well. Wait 36 hours? I was told I'd get guaranteed 2 day delivery even tho the items said 1 day but that changed in checkout to 2 day. Wheres me stuff? :(",@425803 I'm sorry about the delayed delivery! Please keep us posted if it hasn't arrived after the 36hr time frame that was given. ^MO,0.0,0.777778148651123,0.0,0.928707604206693,0.4643538021033465
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",42,233434,233434,My package was supposed to arrive 3 Days ago! @AmazonHelp,@171573 So sorry about your late order! Who was the carrier? You can find out here: https://t.co/Y5jpI9gRhE ^JZ,0.0,0.7774946689605713,0.0,0.9283691146969142,0.4641845573484571
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",43,2756722,2756723,@AmazonHelp I complained about not receiving my amazon package in late October. Since then I have had nothing but terrible delivery experiences and items not arriving. My last package was “delivered” but it never was. Then they told me it was misscanned. Then they told me it never sent. ??,@436861 Thank you for that information and let me just say I am so sorry for the poor experience you've had with us! We'd like to look into these deliveries for you. Do you see a trend in the carrier? You can find that info here: https://t.co/Y5jpI9gRhE ^AR,0.0,0.7758001685142517,0.0,0.9263457929405009,0.46317289647025045
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",44,2356863,2355197,@AmazonHelp The package either arrives in one day or it doesn't man. Shouldn't it be a given that you guys try to deliver the package asap? Why should I even contact?,@680431 We do not have access to your account over Twitter. Kindly reach out to our support team via the link provided earlier so that we can help. ^MO,0.0,0.7752243876457214,0.0,0.9256582806056685,0.46282914030283423
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",45,2319449,2319449,"@AmazonHelp I need some information regarding a package I'm awaiting delivery for. Online it says it's final delivery attempt was yesterday, but I've had no email confirmation of this and I really need it delivered today!! Please help!","@672287 Hi! We will need to look into this issue. When talking with us, we will find out options for the parcel. Please contact us by phone or chat here: https://t.co/JzP7hlA23B Let us know how it goes! ^DA",0.0,0.7739141583442688,0.0,0.9240937986031543,0.46204689930157716
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",46,426294,426304,@AmazonHelp Just get the product delivered on time. Order id -6766,"@216398 Certainly, I'm positive that the package will be delivered. ^SK",0.0,0.7734148502349854,0.0,0.9234975987243871,0.46174879936219354
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",47,1325480,1325480,@AmazonHelp how can i find out what company is delivering my package? Order late and i need it in 2 hrs.,@429294 You can check the carrier and tracking information here: https://t.co/aaDyEz1VgE ^MW,0.0,0.7734122276306152,0.0,0.9234944671982243,0.46174723359911213
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",48,2341943,2341943,@AmazonHelp my email says my package is gonna be delivered today but the website says tomorrow. help?,"@318610 Hi! What does the actual tracking say? If it is going to be delivered today, tracking should show out for delivery. ^RO",0.0,0.7725627422332764,0.0,0.9224801374056744,0.4612400687028372
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",49,849838,849838,@AmazonHelp @115821 hi got an email saying my packaged got delivered today i never got it can you help,@321929 I'm sorry you don't have the order yet! Deliveries run until 21:00 so please let us know if it doesn't arrive by then. ^DD,0.0,0.7716511487960815,0.0,0.9213916473799054,0.4606958236899527
1,"@AmazonHelp I received an email stating that my package was delivered but I didn't get it.  It has been over 36 hrs, what steps do I take now to get my product?",50,373314,373314,@AmazonHelp my package never came,@204462 I'm sorry! Deliveries may be made as late as 8PM. Who's the carrier under tracking: https://t.co/Y5jpI9gRhE? ^WT,0.0,0.7712926864624023,0.0,0.9209636246902903,0.4604818123451451
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",1,1304696,1304696,"@116875 tu asesor en lugar de tratar de hacer algo para q un paquete llegue a mi casa en tiempo, prefirio recomendar comprar en otro lado","@424877 Lamento lo sucedido, Artur. Me gustaría verificar y reportar tu experiencia en SAC. Escríbenos acá: https://t.co/lFwwV5iyJG ^JQ",35.70980332971981,0.7202472686767578,0.9549485277756212,0.9433190921711913,0.9491338099734062
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",2,249984,249985,@81 @116875 De casualidad me encontraron en casa.,@175401 Hola Carlos. Puedes reportar lo sucedido a nuestro Servicio de atención al cliente (https://t.co/beR78A4nQ9) ^HC,31.761068661429604,0.6847540140151978,0.849351800646016,0.8968330224259271,0.8730924115359715
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",3,1268255,1268255,@116928 @4496 ¿recibir un email que no estoy en mi domicilio para entregar el pedido estando!!!!! No tiene precio......,"@416950 Lamento este inconveniente, ¿has entrado en contacto con el transportista para verificar lo sucedido? ^AZ",28.501797164022644,0.7021594047546387,0.7621926390754042,0.9196291344075512,0.8409108867414777
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",4,851589,851589,@116875 hola. Dónde me puedo comunicar para un reclamo?,"@322295 Hola, sin compartir información personal o de tu cuenta, ¿qué ha sucedido? ¿Cómo podemos ayudarte? ^LG",29.288148327933925,0.6831405162811279,0.7832211751151633,0.8947197992539472,0.8389704871845552
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",5,124033,124033,@116875 En cuánto tiempo se ve reflejado un depósito de #AmazonCash hecho en Farmacia del Ahorro,"@143738 ¡Hola, Dumha! Inmediatamente después de obtener el recibo de tu transacción 🤗🤗 ^LC",28.682599558916806,0.6806377172470093,0.7670276413639435,0.8914418442856634,0.8292347428248035
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",6,402569,402569,Me: No puedo estar gastando en pendejadas... Also me: Mira un case barato para el iPhone en @116875 https://t.co/aPRTKPNKsO,"@211236 A veces podemos dejarnos caer en la tentación. Además, puede salvarle la vida a tu teléfono. 😉📱 ^KS",37.39447969295193,0.0,1.0,0.0,0.5
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",7,1041710,1041703,"@116875 Si este, mi pedido iba a llegar ayer y me mandaron mail de que nadie estaba en la casa. COSA QUE SI. Y según mejor llegaba hoy y heme aqui esperando mi paquete.","@628330 Hola, Carolina. Lamento el contratiempo. ¿Cuál es el estado del pedido que se indica en ""Mis Pedidos""? ^JQ",0.0,0.7635245323181152,0.0,1.0,0.5
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",8,262149,262150,@116875 Hola @116875 estoy teniendo un problema para hacer una devolución. @178440 no me está ayudando. ¿A dónde puedo llamar?,"@178439 Lamento el inconveniente, Ricardo. ¿Tu pedido fue enviado por Amazon o un vendedor en nuestra página? ^JQ",35.98761586156484,0.0,0.962377766907337,0.0,0.4811888834536685
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",9,885614,885614,Sigo esperando un pedido de @116928 que me trae Correos Express pero me da que no va a llegar...,"@330286 Lamento el inconveniente, me podrías informar ¿Cuál es la fecha estimada de entrega de tu pedido? ^AZ",0.0,0.7148550748825073,0.0,0.9362568517767936,0.4681284258883968
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",10,1499824,1499824,No compréis nunca un @117634 en @116928 Menuda atención al cliente más nefasta para un producto en garantía... da igual ser Prime!,"@468211 Hola Mery, ¿qué ha sucedido? ¿Cómo podemos ayudarte? ^LG",34.75060397541531,0.0,0.9292977001085286,0.0,0.4646488500542643
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",11,2701557,2701557,@116875 todavia no llega mi pedido para el día de hoy :(,"@758867 Hola, Tlayoache Verde. Lamentamos mucho escuchar eso, ¿podrías por favor indicarnos si tu pedido fue gestionado por Amazon directamente o por un vendedor externo y si recibiste una fecha estimada o garantizada de entrega? ^CB",0.0,0.7045484781265259,0.0,0.9227581411005435,0.4613790705502718
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",12,697978,697978,"@116875 Hola Amazon! Llevo dos semanas tratando de tratando de realizar una compra y no e podido, además de que tardan en responderme","@286522 Hola Monse, ¿recibes algún tipo de mensaje de error al intentar realizar tu compra? ^LG",0.0,0.7030068635940552,0.0,0.9207390644799269,0.46036953223996346
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",13,1748111,1748111,@116875 como puedo cancelar un pedido de un libro para Kindle? Es una preventa,"@526967 Hola Guillermo, por favor, entra en contacto con Soporte al Cliente para que puedan darte asistencia: https://t.co/beR78zMMYB. ^DA",34.35699901621073,0.0,0.9187719497187253,0.0,0.45938597485936267
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",14,2486956,2486956,.@116928 necesito ponerme en contacto con vosotros por un pedido,"@710339 Hola, claro, ¿podrías comentarnos más sobre lo ocurrido sin compartir detalles de tu cuenta? ^KA",0.0,0.6988275647163391,0.0,0.9152653714932362,0.4576326857466181
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",15,1347605,1347605,"@115821 Hola, como puedo comprar?","@434261 Hola Diego, para hacer tu primera compra por favor sigue las instrucciones brindadas en este enlace: https://t.co/Q9KNhUgELO ^AZ",0.0,0.6987895965576172,0.0,0.9152156440030051,0.4576078220015026
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",16,2104329,2104329,"@116875 buen dia, hice un pedido pero tengo una duda","@308433 Hola j c, ¿cómo te podemos ayudar? ^MB",0.0,0.6974311470985413,0.0,0.9134364615385576,0.4567182307692788
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",17,1642710,1642710,Ojo amigos están rolando estos mails q supuestamente son de @116875 pero son de defraudadores! Tengan cuidado!! https://t.co/V2qaOBtp1u,"@502123 Hola, MaYra. Por favor, reporta lo ocurrido siguiendo estos pasos: https://t.co/XEzgE1pxLU ^CR",0.0,0.6965641975402832,0.0,0.9123010041674291,0.45615050208371455
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",18,1450854,1450854,@116928 hay alguna manera de contactar con el repartidor? Llevo todo el día en casa y no se ha pasado.,"@456674 Hola, puedes encontrar la información de contacto de los transportistas en el siguiente enlace: https://t.co/meqnr4QIaC. ^KS",0.0,0.6961209774017334,0.0,0.9117205118324885,0.45586025591624424
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",19,1340612,1340612,@116928 En casa desde las 15h. Acabo de recibir msg de AMAZON que no hay nadie en casa (paquete salió de @9474 a las 15.30),"@432687 Hola, lamento las molestias. ¿Has intentado hablar con @9474 sobre esta entrega? ^LG",0.0,0.694147527217865,0.0,0.9091358533174871,0.45456792665874357
2,"@116875 como puedo hacer para recoger compras en un local ó en un buzón postal, casi nunca estoy en casa.",20,1699955,1699955,@116928 Hola pedí en amazon.es mi pedido tuvo que llegar ayer pero en teoría llega hoy y no llega. Espero su respuesta lo antes posible.,"@515525 Hola Marcos, lamentamos lo sucedido. Nos comentarías, ¿has intentado contactar al transportista? ^HC",0.0,0.6921586990356445,0.0,0.9065310539979653,0.45326552699898265
